atleta_id,apelido,posicao_id,clube_id,pontuacao,entrou_em_campo,FS,CA,FC,FD,FF,I,DS,SG,DE,GS,A,FT,V,G,PS,GC,PC,CV,clube_nome
103629,Chong,4,3221,4.0,True,7.0,,1.0,,1.0,,,,,,,,,,,,,,Curaçao
103646,Celik,2,2328,0.9,True,,,1.0,1.0,,,,,,,,,,,,,,,Turquia
103648,Rafael Leão,5,2390,0.0,True,,,,,,,,,,,,,,,,,,,Portugal
103687,Julián Álvarez,5,2357,1.2,True,,,1.0,,,,1.0,,,,,,,,,,,,Argentina
103713,Alvarado,4,2360,8.4,True,2.0,,2.0,,,,2.0,,,,1.0,,,,,,,,México
103756,Tchouaméni,4,2385,6.0,True,,,,,,,4.0,,,,,,,,,,,,França
103759,Koundé,2,2385,2.6,True,,,1.0,,,1.0,2.0,,,,,,,,,,,,França
103775,Valery,2,2337,-0.9,True,,,3.0,,,,,,,,,,,,,,,,Tunísia
103857,Sadílek,4,2352,1.2,True,,,,1.0,,,,,,,,,,,,,,,República Tcheca
103898,Nmecha,4,2384,18.2,True,,,1.0,1.0,1.0,,3.0,,,,,1.0,,1.0,1.0,,,,Alemanha
103900,Lee Kang-In,4,2374,9.7,True,4.0,,,1.0,,,1.0,,,,1.0,,,,,,,,Coreia do Sul
103976,Saka,5,2370,5.5,True,1.0,,,,,,,,,,1.0,,,,,,,,Inglaterra
104038,Mazraoui,2,2332,3.9,True,,,2.0,,,,3.0,,,,,,,,,,,,Marrocos
104042,Gravenberch,4,2381,10.0,True,,,,,,,,,,,2.0,,,,,,,,Holanda
104776,Lisandro Martínez,3,2357,9.5,True,,,,,,,3.0,1.0,,,,,,,,,,,Argentina
104781,Cáceres,3,2356,3.8,True,2.0,,1.0,,2.0,,1.0,,,,,,,,,,,,Uruguai
104813,Demiral,3,2328,2.6,True,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,,Turquia
105112,Porozo,3,2372,-1.6,True,,1.0,2.0,,,,,,,,,,,,,,,,Equador
105267,Trossard,5,2392,2.5,True,2.0,,,,,,1.0,,,,,,,,,,,,Bélgica
105290,Coufal,2,2352,6.1,True,1.0,,3.0,,,,1.0,,,,1.0,,,,,,,,República Tcheca
105605,Matheus Cunha,5,2318,0.5,True,1.0,,,,,,,,,,,,,,,,,,Brasil
105647,Maurício,4,2354,11.5,True,1.0,,,,,,2.0,,,,,,,1.0,,,,,Paraguai
105728,Ueda,5,2369,1.0,True,1.0,,1.0,,1.0,,,,,,,,,,,,,,Japão
105729,Maeda,5,2369,0.0,True,,,,,,,,,,,,,,,,,,,Japão
105730,Kubo,4,2369,7.5,True,1.0,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,Japão
105790,Boudiaf,4,3238,2.8,True,1.0,,,,1.0,,1.0,,,,,,,,,,,,Catar
105792,Khoukhi,3,3238,4.2,True,,,1.0,,,,3.0,,,,,,,,,,,,Catar
105794,Fathi,4,3238,1.2,True,,,1.0,,,,1.0,,,,,,,,,,,,Catar
105795,Madibo,4,3238,0.2,True,1.0,,1.0,,,,,,,,,,,,,,,,Catar
105797,Pedro Miguel,3,3238,2.7,True,3.0,,1.0,,,,1.0,,,,,,,,,,,,Catar
105803,Alaaeldin,5,3238,2.7,True,,,,1.0,,,1.0,,,,,,,,,,,,Catar
105919,Singh,4,2340,4.4,True,,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,Nova Zelândia
105924,Fidalgo,4,2360,1.0,True,2.0,,,,,,,,,,,,,,,,,,México
105952,Mac Allister,4,2357,4.9,True,1.0,,2.0,1.0,1.0,,2.0,,,,,,,,,,,,Argentina
105969,Maxi Araújo,4,2356,10.2,True,3.0,,1.0,1.0,,2.0,,,,,,,,1.0,,,,,Uruguai
105996,Sanabria,4,2356,0.7,True,,,,,1.0,1.0,,,,,,,,,,,,,Uruguai
106011,Enciso,4,2354,8.8,True,3.0,,,,1.0,,1.0,,,,1.0,,,,,,,,Paraguai
106019,Jesse Marsch,6,2361,4.81,True,,,,,,,,,,,,,,,,,,,Canadá
106032,Haaland,5,2323,20.1,True,3.0,,2.0,2.0,1.0,,,,,,,,,2.0,,,,,Noruega
106040,McLean,4,2327,-1.3,True,,1.0,1.0,,,,,,,,,,,,,,,,Escócia
106045,Foster,5,2358,1.3,True,1.0,,,,1.0,,,,,,,,,,,,,,África do Sul
106067,Adams,5,2327,0.5,True,1.0,,4.0,1.0,,,,,,,,,,,,,,,Escócia
106265,Bellegarde,4,2334,4.3,True,2.0,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,Haiti
106302,Preciado,2,2372,0.0,True,,,,,,,,,,,,,,,,,,,Equador
106384,Kossounou,3,2350,5.0,True,,,,,,,,1.0,,,,,,,,,,,Costa do Marfim
106387,De Ketelaere,5,2392,6.5,True,1.0,,,,,,4.0,,,,,,,,,,,,Bélgica
106388,Diatta,2,2347,6.0,True,,,,,,,4.0,,,,,,,,,,,,Senegal
106404,Akgün,5,2328,-1.3,True,,1.0,1.0,,,,,,,,,,,,,,,,Turquia
106421,Junya Ito,4,2369,0.5,True,1.0,,,,,,,,,,,,,,,,,,Japão
106422,Nygren,5,2368,-0.3,True,,,1.0,,,,,,,,,,,,,,,,Suécia
106433,Nico González,5,2357,5.0,True,,,,,,,,,,,1.0,,,,,,,,Argentina
106482,Cakir,1,2328,0.6,True,,,,,,,,,2.0,2.0,,,,,,,,,Turquia
106494,Boudaoui,4,2338,-0.6,True,,,2.0,,,,,,,,,,,,,,,,Argélia
106524,Dest,2,2365,1.5,True,,,,,,,1.0,,,,,,,,,,,,Estados Unidos
106528,Zeleny,2,2352,2.0,True,1.0,,,,,,1.0,,,,,,,,,,,,República Tcheca
106534,Provod,4,2352,3.1,True,1.0,,1.0,,,1.0,2.0,,,,,,,,,,,,República Tcheca
106541,Konsa,3,2370,3.4,True,2.0,,1.0,1.0,,,1.0,,,,,,,,,,,,Inglaterra
106606,Singo,2,2350,10.7,True,1.0,,2.0,,1.0,,,1.0,,,1.0,,,,,,,,Costa do Marfim
106656,Kim Min-Jae,3,2374,2.4,True,,,2.0,,,,2.0,,,,,,,,,,,,Coreia do Sul
106660,Hwang In-Beom,4,2374,15.0,True,,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,Coreia do Sul
106680,Diallo,5,2350,9.2,True,,,,1.0,,,,,,,,,,1.0,,,,,Costa do Marfim
106699,Müldür,2,2328,0.0,True,,,,,,,,,,,,,,,,,,,Turquia
106768,Ben Hamida,2,2337,4.5,True,,,,,,,3.0,,,,,,,,,,,,Tunísia
106784,Vásquez,3,2360,6.5,True,,,,,,,1.0,1.0,,,,,,,,,,,México
107027,Gordon,5,2370,2.7,True,,,,1.0,,,1.0,,,,,,,,,,,,Inglaterra
107045,Igor Thiago,5,2318,3.6,True,,,2.0,1.0,,,2.0,,,,,,,,,,,,Brasil
107231,Danilo Santos,4,2318,1.2,True,,,,1.0,,,,,,,,,,,,,,,Brasil
107527,Wissa,5,3184,12.4,True,3.0,,3.0,,1.0,,2.0,,,,,,,1.0,,,,,RD Congo
107559,Viñas,5,2356,4.2,True,,,,3.0,1.0,2.0,,,,,,,,,,,,,Uruguai
107560,Ugarte,4,2356,7.5,True,,,,,,,3.0,,,,,1.0,,,,,,,Uruguai
107873,Bobadilla,4,2354,-1.8,True,,,1.0,,,,1.0,,,,,,,,,1.0,,,Paraguai
108196,Cherki,4,2385,0.5,True,1.0,,,,,,,,,,,,,,,,,,França
108334,Moisés Caicedo,4,2372,5.4,True,2.0,,3.0,,1.0,,3.0,,,,,,,,,,,,Equador
108335,Hincapié,3,2372,5.8,True,1.0,,,,1.0,,3.0,,,,,,,,,,,,Equador
108342,Reyna,4,2365,8.7,True,2.0,,1.0,,,,,,,,,,,1.0,,,,,Estados Unidos
108358,Almada,4,2357,2.7,True,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,Argentina
108601,Pacho,3,2372,1.5,True,,,,,,,1.0,,,,,,,,,,,,Equador
108643,Enzo Fernández,4,2357,3.2,True,1.0,,1.0,,,,2.0,,,,,,,,,,,,Argentina
108668,Cáceres,2,2354,0.6,True,2.0,1.0,3.0,,,,1.0,,,,,,,,,,,,Paraguai
108909,Ryerson,2,2323,0.9,True,,,2.0,,,,1.0,,,,,,,,,,,,Noruega
108927,Wirtz,4,2384,8.1,True,,,,,2.0,,1.0,,,,1.0,,,,,,,,Alemanha
108942,Mwene,2,2391,-0.3,True,,,1.0,,,,,,,,,,,,,,,,Áustria
108948,Marmoush,5,2324,2.7,True,1.0,,2.0,1.0,2.0,,,,,,,,,,,,,,Egito
108962,Vargas,4,2320,5.6,True,4.0,,1.0,2.0,,,1.0,,,,,,,,,,,,Suíça
108975,Schlotterbeck,3,2384,11.2,True,1.0,,,1.0,,,1.0,,,,,,,1.0,,,,,Alemanha
109046,Vitinha,4,2390,1.2,True,,,1.0,,,,1.0,,,,,,,,,,,,Portugal
109049,Diogo Costa,1,2390,0.3,True,,,,,,,,,1.0,1.0,,,,,,,,,Portugal
109096,Plata,5,2372,6.9,True,,,1.0,1.0,,,4.0,,,,,,,,,,,,Equador
109097,Jovane Cabral,5,3201,2.3,True,,,,,1.0,,1.0,,,,,,,,,,,,Cabo Verde
109118,Musiala,4,2384,11.4,True,2.0,,2.0,,,,2.0,,,,,,,1.0,,,,,Alemanha
109123,Richards,3,2365,2.2,True,1.0,,2.0,,1.0,,1.0,,,,,,,,,,,,Estados Unidos
109229,Östigaard,3,2323,8.8,True,,,,,1.0,,,,,,,,,1.0,,,,,Noruega
109282,Luiz Henrique,5,2318,2.0,True,1.0,,,,,,1.0,,,,,,,,,,,,Brasil
109557,Alexander Schlager,1,2391,2.9,True,,,,,,,,,3.0,1.0,,,,,,,,,Áustria
109570,Pedri,4,2326,8.5,True,,1.0,1.0,2.0,,1.0,5.0,,,,,,,,,,,,Espanha
109592,Tillman,4,2365,12.2,True,4.0,,1.0,2.0,2.0,,1.0,,,,1.0,,,,,,,,Estados Unidos
109758,Banza,5,3184,0.0,True,,,,,,,,,,,,,,,,,,,RD Congo
109850,Van Hecke,3,2381,1.7,True,1.0,,,1.0,,,,,,,,,,,,,,,Holanda
109852,Pape Gueye,4,2347,2.7,True,,,1.0,,,,2.0,,,,,,,,,,,,Senegal
110047,Diego Gómez,4,2354,1.8,True,,1.0,1.0,,2.0,,1.0,,,,,,,,,,,,Paraguai
110083,Ndoye,5,2320,6.8,True,4.0,,,2.0,3.0,,,,,,,,,,,,,,Suíça
110219,Bellingham,4,2370,15.0,True,1.0,,,1.0,1.0,,3.0,,,,,,,1.0,,,,,Inglaterra
110272,Kökçü,4,2328,2.3,True,3.0,,,,1.0,,,,,,,,,,,,,,Turquia
110297,Koopmeiners,4,2381,0.5,True,,,1.0,,1.0,,,,,,,,,,,,,,Holanda
110298,Doku,5,2392,3.0,True,5.0,,1.0,,1.0,,,,,,,,,,,,,,Bélgica
110457,Providence,5,2334,4.7,True,2.0,,2.0,1.0,2.0,,1.0,,,,,,,,,,,,Haiti
110526,Dedic,2,2865,3.2,True,1.0,,1.0,,,,2.0,,,,,,,,,,,,Bósnia
110529,Seiwald,4,2391,3.2,True,1.0,,1.0,,,,2.0,,,,,,,,,,,,Áustria
110748,Brobbey,5,2381,0.0,True,,,,,,,,,,,,,,,,,,,Holanda
110782,Jonathan David,5,2361,4.0,True,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,Canadá
110802,Balogun,5,2365,20.5,True,4.0,,,1.0,,2.0,1.0,,,,,,,2.0,,,,,Estados Unidos
110810,Hickey,2,2327,6.9,True,4.0,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,Escócia
110831,Elliot Anderson,4,2370,9.6,True,2.0,,3.0,,,,3.0,,,,1.0,,,,,,,,Inglaterra
110968,Wahi,5,2350,5.7,True,,,,1.0,,,1.0,,,,,1.0,,,,,,,Costa do Marfim
111019,Quiñones,5,2360,13.7,True,2.0,,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,,,México
111025,Edmilson Junior,5,3238,2.0,True,1.0,,3.0,2.0,,,,,,,,,,,,,,,Catar
111046,Yasser Ibrahim,3,2324,1.5,True,,,,,,,1.0,,,,,,,,,,,,Egito
111052,Fathy,3,2324,3.4,True,2.0,,2.0,,,,2.0,,,,,,,,,,,,Egito
111054,Hany,2,2324,6.5,True,,,1.0,,1.0,,6.0,,,,,,,,,1.0,,,Egito
111055,Shobeir,1,2324,3.4,True,1.0,,,,,,,,3.0,1.0,,,,,,,,,Egito
111069,Seol Young-Woo,2,2374,1.1,True,,,1.0,,,1.0,1.0,,,,,,,,,,,,Coreia do Sul
111083,Fortuné,4,2334,0.5,True,1.0,,,,,,,,,,,,,,,,,,Haiti
111085,Musa,5,2379,9.7,True,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,,Croácia
111233,Francisco Conceição,5,2390,1.1,True,,,1.0,,,1.0,1.0,,,,,,,,,,,,Portugal
111678,Iliman Ndiaye,5,2347,5.0,True,,,,,,,,,,,1.0,,,,,,,,Senegal
111913,Vite,4,2372,5.3,True,,,,,1.0,,3.0,,,,,,,,,,,,Equador
112377,Nuno Mendes,2,2390,1.4,True,3.0,,,,,1.0,,,,,,,,,,,,,Portugal
112682,Vasilj,1,2865,1.6,True,,,,,,,,,2.0,1.0,,,,,,,,,Bósnia
112827,Gharbi,4,2337,0.0,True,,,,,,,,,,,,,,,,,,,Tunísia
112836,Elanga,5,2368,0.0,True,,,,,,,,,,,,,,,,,,,Suécia
112863,Ramón Sosa,5,2354,0.5,True,1.0,,,,,,,,,,,,,,,,,,Paraguai
112895,Stanisic,2,2379,2.0,True,1.0,,,,,,1.0,,,,,,,,,,,,Croácia
112943,Timber,4,2381,0.0,True,,,,,,,,,,,,,,,,,,,Holanda
113059,Chukwuemeka,4,2391,-0.3,True,,,1.0,,,,,,,,,,,,,,,,Áustria
113242,Néstor Lorenzo,6,2373,0.0,False,,,,,,,,,,,,,,,,,,,Colômbia
113473,Kalajdzic,5,2391,1.5,True,2.0,,1.0,,1.0,,,,,,,,,,,,,,Áustria
113483,Hlozek,5,2352,1.7,True,1.0,,,1.0,,,,,,,,,,,,,,,República Tcheca
113490,João Paulo,2,3201,5.5,True,1.0,,,,,,,1.0,,,,,,,,,,,Cabo Verde
113494,Pico Lopes,3,3201,5.0,True,,,,,,,,1.0,,,,,,,,,,,Cabo Verde
113496,Bubista,6,3201,6.38,True,,,,,,,,,,,,,,,,,,,Cabo Verde
113497,Vozinha,1,3201,15.9,True,1.0,,,,,,,1.0,8.0,,,,,,,,,,Cabo Verde
113500,Diney Borges,3,3201,9.2,True,,,,1.0,,,2.0,1.0,,,,,,,,,,,Cabo Verde
113503,Willy Semedo,5,3201,3.0,True,,,,,,,2.0,,,,,,,,,,,,Cabo Verde
113504,Telmo Arcanjo,4,3201,0.0,True,,,,,,,,,,,,,,,,,,,Cabo Verde
113509,Kevin Pina,4,3201,4.3,True,1.0,,,,1.0,,2.0,,,,,,,,,,,,Cabo Verde
113535,Gvardiol,2,2379,0.0,True,,,,,,,,,,,,,,,,,,,Croácia
113578,Aktürkoglu,5,2328,3.7,True,2.0,,,1.0,,,1.0,,,,,,,,,,,,Turquia
113593,Patterson,2,2327,4.7,True,,,1.0,,,,,1.0,,,,,,,,,,,Escócia
113594,Hendry,3,2327,6.0,True,2.0,,,,,,,1.0,,,,,,,,,,,Escócia
113598,Dykes,5,2327,-0.6,True,,,2.0,,,,,,,,,,,,,,,,Escócia
113735,Luis de la Fuente,6,2326,6.18,True,,,,,,,,,,,,,,,,,,,Espanha
113992,Metcalfe,4,2333,8.0,True,,,,,,,,,,,,,,1.0,,,,,Austrália
113998,Graham Arnold,6,2342,3.76,True,,,,,,,,,,,,,,,,,,,Iraque
114012,Cacace,2,2340,4.7,True,1.0,,,1.0,,,2.0,,,,,,,,,,,,Nova Zelândia
114014,Just,4,2340,21.2,True,2.0,,1.0,,,,3.0,,,,,,,2.0,,,,,Nova Zelândia
114015,Bell,4,2340,-0.3,True,,,1.0,,,,,,,,,,,,,,,,Nova Zelândia
114019,Stamenic,4,2340,0.2,True,,,2.0,,1.0,,,,,,,,,,,,,,Nova Zelândia
114021,Raum,2,2384,4.2,True,,,,1.0,,,2.0,,,,,,,,,,,,Alemanha
114029,Elliot,2,2340,1.5,True,,,,,,,1.0,,,,,,,,,,,,Nova Zelândia
114033,Old,4,2340,0.0,True,,,,,,,,,,,,,,,,,,,Nova Zelândia
114040,Minda,5,2372,5.8,True,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,,Equador
114048,Adel,5,2324,0.0,True,,,,,,,,,,,,,,,,,,,Egito
114054,Ashour,4,2324,13.3,True,3.0,,,,1.0,,2.0,,,,,,,1.0,,,,,Egito
114064,Doan,4,2369,-0.3,True,,,1.0,,,,,,,,,,,,,,,,Japão
114067,Mokoena,4,2358,-0.3,True,2.0,1.0,1.0,,,,,,,,,,,,,,,,África do Sul
114078,Makgopa,5,2358,0.0,True,,,,,,,,,,,,,,,,,,,África do Sul
114083,Zion Suzuki,1,2369,4.5,True,,,,,,,,,5.0,2.0,,,,,,,,,Japão
114101,Al-Hamdan,5,2344,0.0,True,,,,,,,,,,,,,,,,,,,Arábia Saudita
114105,Abdulhamid,2,2344,6.7,True,1.0,,2.0,,1.0,,4.0,,,,,,,,,,,,Arábia Saudita
114107,Al-Amri,3,2344,9.4,True,,1.0,1.0,1.0,,,1.0,,,,,,,1.0,,,,,Arábia Saudita
114125,Kim Jin-Gyu,4,2374,0.5,True,1.0,,,,,,,,,,,,,,,,,,Coreia do Sul
114149,Al-Buraikan,5,2344,2.0,True,1.0,,,,,,1.0,,,,,,,,,,,,Arábia Saudita
114217,Angulo,5,2372,1.7,True,1.0,,1.0,,,,1.0,,,,,,,,,,,,Equador
114235,Olise,4,2385,9.9,True,2.0,,,2.0,,,1.0,,,,1.0,,,,,,,,França
114236,Guéhi,3,2370,0.0,True,,,,,,,,,,,,,,,,,,,Inglaterra
114310,Diarra,4,2347,-0.1,True,1.0,,2.0,,,,,,,,,,,,,,,,Senegal
114312,Gavi,4,2326,2.4,True,,,2.0,,,,2.0,,,,,,,,,,,,Espanha
114321,Nico Williams,5,2326,0.0,True,,,,,,,,,,,,,,,,,,,Espanha
114440,Abdurisag,5,3238,2.5,True,2.0,,,,,,1.0,,,,,,,,,,,,Catar
114441,Homam Ahmed,2,3238,1.2,True,,,1.0,,,,1.0,,,,,,,,,,,,Catar
114445,Jassem Gaber,4,3238,-1.6,True,,1.0,2.0,,,,,,,,,,,,,,,,Catar
114448,Abunada,1,3238,7.9,True,1.0,1.0,,,,,,,8.0,1.0,,,,,,,1.0,,Catar
114485,Gonçalo Ramos,5,2390,1.5,True,,,,,,,1.0,,,,,,,,,,,,Portugal
114550,Rieder,4,2320,0.0,True,,,,,,,,,,,,,,,,,,,Suíça
114560,Summerville,5,2381,8.2,True,3.0,1.0,1.0,,,,,,,,,,,1.0,,,,,Holanda
114574,Nusa,5,2323,1.0,True,2.0,,,,,,,,,,,,,,,,,,Noruega
114577,Kovár,1,2352,3.2,True,,,,,,,,,4.0,2.0,,,,,,,,,República Tcheca
114610,Joseph,5,2334,-0.3,True,,,1.0,,,,,,,,,,,,,,,,Haiti
114808,Ounahi,4,2332,0.0,True,,,,,,,,,,,,,,,,,,,Marrocos
114820,Gudmundsson,2,2368,2.4,True,3.0,,2.0,,,,1.0,,,,,,,,,,,,Suécia
114821,Onana,4,2392,4.2,True,3.0,,1.0,,,,2.0,,,,,,,,,,,,Bélgica
114901,Dieng,5,2347,0.0,True,,,,,,,,,,,,,,,,,,,Senegal
114922,Ciss,4,2347,1.5,True,,,,,,,1.0,,,,,,,,,,,,Senegal
115091,Thorstvedt,4,2323,1.6,True,,,,,2.0,,,,,,,,,,,,,,Noruega
115096,Aursnes,4,2323,0.0,True,,,,,,,,,,,,,,,,,,,Noruega
115264,Iqbal,4,2342,0.0,True,,,,,,,,,,,,,,,,,,,Iraque
116269,Nasser Al-Dawsari,4,2344,-0.9,True,,,3.0,,,,,,,,,,,,,,,,Arábia Saudita
116275,Al-Juwayr,4,2344,-0.3,True,,,1.0,,,,,,,,,,,,,,,,Arábia Saudita
116533,Wanner,4,2391,1.5,True,,,,,,,1.0,,,,,,,,,,,,Áustria
116581,Hannibal,4,2337,11.5,True,3.0,,,1.0,1.0,,2.0,,,,1.0,,,,,,,,Tunísia
116868,Edo Kayembe,4,3184,4.6,True,2.0,,2.0,1.0,,,2.0,,,,,,,,,,,,RD Congo
116984,Tomás Araújo,3,2390,1.7,True,,1.0,1.0,,,,2.0,,,,,,,,,,,,Portugal
117230,Yilmaz,5,2328,-0.1,True,,,,,,1.0,,,,,,,,,,,,,Turquia
117309,Renato Veiga,3,2390,0.2,True,1.0,,1.0,,,,,,,,,,,,,,,,Portugal
117394,Agbadou,3,2350,6.5,True,,,,,,,1.0,1.0,,,,,,,,,,,Costa do Marfim
117401,Nico Paz,4,2357,1.2,True,,,1.0,,,,1.0,,,,,,,,,,,,Argentina
117439,Sibisi,3,2358,0.2,True,,1.0,1.0,,,,1.0,,,,,,,,,,,,África do Sul
117445,Mudau,2,2358,6.9,True,3.0,,2.0,,,,4.0,,,,,,,,,,,,África do Sul
117468,Karlström,4,2368,1.2,True,,,1.0,,,,1.0,,,,,,,,,,,,Suécia
117474,Fatouh,2,2324,3.1,True,1.0,1.0,2.0,1.0,,,2.0,,,,,,,,,,,,Egito
117477,Zizo,4,2324,-0.3,True,,,1.0,,,,,,,,,,,,,,,,Egito
117605,Ordóñez,3,2372,3.0,True,,,,,,,2.0,,,,,,,,,,,,Equador
117896,Berg,4,2323,0.0,True,,,,,,,,,,,,,,,,,,,Noruega
118234,Jean Jacques,4,2334,6.6,True,3.0,,3.0,,,,4.0,,,,,,,,,,,,Haiti
118270,Krejcí,3,2352,7.6,True,1.0,,3.0,,,,,,,,,,,1.0,,,,,República Tcheca
118306,Sutalo,3,2379,2.3,True,,,,,1.0,,1.0,,,,,,,,,,,,Croácia
118309,Hiroki Ito,3,2369,0.5,True,,,1.0,,1.0,,,,,,,,,,,,,,Japão
118310,Sugawara,2,2369,1.2,True,,,,1.0,,,,,,,,,,,,,,,Japão
118314,Taniguchi,3,2369,0.5,True,1.0,,,,,,,,,,,,,,,,,,Japão
118320,Ferguson,4,2327,5.7,True,6.0,,1.0,,,,2.0,,,,,,,,,,,,Escócia
118388,Wimmer,4,2391,1.5,True,,,,,,,1.0,,,,,,,,,,,,Áustria
118397,Amdouni,5,2320,2.5,True,2.0,,,,,,1.0,,,,,,,,,,,,Suíça
118741,Bobb,5,2323,0.0,True,,,,,,,,,,,,,,,,,,,Noruega
118786,Undav,5,2384,17.7,True,,,1.0,,,,,,,,2.0,,,1.0,,,,,Alemanha
118821,Spence,2,2370,1.2,True,,,,1.0,,,,,,,,,,,,,,,Inglaterra
120404,Chaïbi,4,2338,5.0,True,,,1.0,,3.0,1.0,2.0,,,,,,,,,,,,Argélia
120496,Baturina,4,2379,10.5,True,2.0,,,,,,1.0,,,,,,,1.0,,,,,Croácia
120526,Katic,3,2865,3.2,True,,1.0,1.0,,,,3.0,,,,,,,,,,,,Bósnia
120582,Pierrot,5,2334,1.6,True,2.0,,4.0,1.0,1.0,2.0,,,,,,,,,,,,,Haiti
120599,Madueke,5,2370,4.8,True,,,,,1.0,,2.0,,,,,,,,1.0,,,,Inglaterra
120600,Saibari,4,2332,9.3,True,1.0,,2.0,,,1.0,1.0,,,,,,,1.0,,,,,Marrocos
120630,Ben Slimane,4,2337,-0.2,True,,,,,,2.0,,,,,,,,,,,,,Tunísia
120634,Abdi,2,2337,3.6,True,,,3.0,,,,3.0,,,,,,,,,,,,Tunísia
120637,Rekik,3,2337,10.0,True,1.0,,,,,,1.0,,,,,,,1.0,,,,,Tunísia
120638,Talbi,3,2337,3.0,True,,,,,,,2.0,,,,,,,,,,,,Tunísia
120644,Barcola,5,2385,8.0,True,,,,,,,,,,,,,,1.0,,,,,França
120653,Schmid,4,2391,11.0,True,,,,,,,2.0,,,,,,,1.0,,,,,Áustria
120699,Luis Chávez,4,2360,1.2,True,,,1.0,,,,1.0,,,,,,,,,,,,México
120706,Cornelius,3,2361,1.3,True,1.0,,,,1.0,,,,,,,,,,,,,,Canadá
120708,Millar,4,2361,4.2,True,,,1.0,,,,3.0,,,,,,,,,,,,Canadá
120710,Buchanan,4,2361,2.5,True,2.0,,,,,,1.0,,,,,,,,,,,,Canadá
120713,Osorio,4,2361,0.0,True,,,,,,,,,,,,,,,,,,,Canadá
120715,Koné,4,2361,3.7,True,2.0,,1.0,,,,2.0,,,,,,,,,,,,Canadá
120717,Eustáquio,4,2361,1.7,True,3.0,,2.0,,1.0,,,,,,,,,,,,,,Canadá
120718,Johnston,2,2361,1.7,True,2.0,1.0,2.0,,1.0,,1.0,,,,,,,,,,,,Canadá
120751,Yüksek,4,2328,6.6,True,,,1.0,,3.0,,3.0,,,,,,,,,,,,Turquia
120776,Hien,3,2368,1.7,True,1.0,,1.0,,,,1.0,,,,,,,,,,,,Suécia
120823,Jashari,4,2320,0.8,True,,,,,1.0,,,,,,,,,,,,,,Suíça
120978,Riad,3,2332,1.5,True,,,,,,,1.0,,,,,,,,,,,,Marrocos
121080,Jackson,5,2347,5.1,True,,,2.0,,,3.0,2.0,,,,,1.0,,,,,,,Senegal
121276,Kalulu,2,3184,1.5,True,,,,,,,1.0,,,,,,,,,,,,RD Congo
121376,El Khannouss,4,2332,4.4,True,1.0,,2.0,,,,3.0,,,,,,,,,,,,Marrocos
121406,Tambakti,3,2344,0.0,True,,,,,,,,,,,,,,,,,,,Arábia Saudita
121413,Kevin Rodríguez,5,2372,0.0,True,,,,,,,,,,,,,,,,,,,Equador
121427,Khalilzadeh,3,2336,0.9,True,,,2.0,,,,1.0,,,,,,,,,,,,Irã
121452,Abulaila,1,3231,-1.7,True,,,,,,,,,1.0,3.0,,,,,,,,,Jordânia
121457,Haddad,2,3231,2.8,True,1.0,,,,1.0,,1.0,,,,,,,,,,,,Jordânia
121458,Obaid,3,3231,-1.0,True,,,,,,,,,,,,,,,,,1.0,,Jordânia
121460,Al-Arab,3,3231,1.5,True,,,,,,,3.0,,,,,,,,,1.0,,,Jordânia
121461,Nasib,3,3231,1.7,True,1.0,,1.0,,,,1.0,,,,,,,,,,,,Jordânia
121464,Al-Rawabdeh,4,3231,8.0,True,,,,,,,2.0,,,,1.0,,,,,,,,Jordânia
121468,Al-Rashdan,4,3231,4.1,True,1.0,,3.0,,,,3.0,,,,,,,,,,,,Jordânia
121469,Al-Mardi,5,3231,0.0,True,,,,,,,,,,,,,,,,,,,Jordânia
121470,Al-Tamari,5,3231,2.1,True,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,Jordânia
121474,Olwan,5,3231,13.2,True,2.0,,,1.0,,,,,,,,1.0,,1.0,,,,,Jordânia
121758,Gannon-Doak,4,2327,2.5,True,1.0,,,1.0,1.0,,,,,,,,,,,,,,Escócia
122401,Doué,4,2385,4.0,True,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,França
122402,Doué,2,2350,7.1,True,2.0,1.0,3.0,,,,2.0,1.0,,,,,,,,,,,Costa do Marfim
122613,Attia,4,2324,-1.9,True,,1.0,3.0,,,,,,,,,,,,,,,,Egito
123096,Schjelderup,5,2323,0.5,True,1.0,,,,,,,,,,,,,,,,,,Noruega
123097,João Neves,4,2390,10.0,True,1.0,,,,,,1.0,,,,,,,1.0,,,,,Portugal
123314,Ayari,4,2368,17.7,True,1.0,,1.0,,,,1.0,,,,,,,2.0,,,,,Suécia
123676,Talbi,5,2332,0.0,True,,,,,,,,,,,,,,,,,,,Marrocos
