atleta_id,apelido,posicao_id,clube_id,pontuacao,entrou_em_campo,DS,FC,FS,SG,FD,FF,I,FT,G,V,A,DE,GS,CA,PP,PS,CV,DP,GC,PC,clube_nome
102611,Salem Al-Dawsari,5,2344,-0.1,True,,2.0,1.0,,,,,,,,,,,,,,,,,,Arábia Saudita
102697,Kamada,4,2369,2.6,True,1.0,1.0,3.0,,,,1.0,,,,,,,,,,,,,,Japão
102709,El Kaabi,5,2332,2.3,True,,1.0,1.0,,2.0,,3.0,,,,,,,,,,,,,,Marrocos
102739,Adé,3,2334,0.9,True,1.0,2.0,,,,,,,,,,,,,,,,,,,Haiti
102754,Xaver Schlager,4,2391,3.5,True,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,Áustria
102767,Puma Rodríguez,4,3062,1.9,True,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,Panamá
102770,Taremi,5,2336,1.4,True,2.0,1.0,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,Irã
102775,Rezaeian,2,2336,12.4,True,2.0,2.0,1.0,,,2.0,1.0,,1.0,,,,,,,,,,,,Irã
102777,Mohammadi,2,2336,5.8,True,3.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,Irã
102784,Beiranvand,1,2336,1.6,True,,,,,,,,,,,,2.0,1.0,,,,,,,,Irã
102822,Ganiev,4,3061,1.2,True,1.0,1.0,,,,,,,,,,,,,,,,,,,Uzbequistão
102832,Ashurmatov,3,3061,1.5,True,1.0,,,,,,,,,,,,,,,,,,,,Uzbequistão
102838,Kanno,4,2344,6.0,True,4.0,4.0,,,1.0,,,,,,,,,,,,,,,,Arábia Saudita
102842,Al-Khaibari,4,2344,1.0,True,,,2.0,,,,,,,,,,,,,,,,,,Arábia Saudita
102928,Canobbio,5,2356,-0.5,True,1.0,3.0,4.0,,,,1.0,,,,,,,,,,1.0,,,,Uruguai
102931,Brian Rodríguez,5,2356,0.0,True,,,,,,,,,,,,,,,,,,,,,Uruguai
102935,Darwin Núñez,5,2356,0.3,True,,,1.0,,,,2.0,,,,,,,,,,,,,,Uruguai
103005,Isidor,5,2334,11.5,True,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,Haiti
103059,Juninho Bacuna,4,3221,4.9,True,4.0,3.0,,,,1.0,,,,,,,,1.0,,,,,,,Curaçao
103067,Cucurella,2,2326,5.5,True,,,1.0,1.0,,,,,,,,,,,,,,,,,Espanha
103110,Gyökeres,5,2368,5.2,True,,2.0,2.0,,,1.0,,,,,1.0,,,1.0,,,,,,,Suécia
103149,Aït-Nouri,2,2338,-0.3,True,,1.0,,,,,,,,,,,,,,,,,,,Argélia
103187,Paik Seung-Ho,4,2374,0.0,True,,,,,,,,,,,,,,,,,,,,,Coreia do Sul
103269,Lionel Scaloni,6,2357,6.05,True,,,,,,,,,,1.0,,,,,,,,,,,Argentina
103318,Lucumí,3,2373,6.2,True,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,Colômbia
103351,Dumfries,2,2381,4.0,True,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,Holanda
103453,Sibo,4,2375,0.6,True,1.0,3.0,,,,,,,,,,,,,,,,,,,Gana
103461,Fassnacht,4,2320,0.0,True,,,,,,,,,,,,,,,,,,,,,Suíça
103470,Aebischer,4,2320,0.9,True,1.0,2.0,,,,,,,,,,,,,,,,,,,Suíça
103542,Sulaka,3,2342,-3.3,True,,1.0,,,,,,,,,,,,,,,1.0,,,,Iraque
103561,Castagne,2,2392,5.3,True,3.0,,,,,1.0,,,,,,,,,,,,,,,Bélgica
103612,Chory,5,2352,0.0,True,,,,,,,,,,,,,,,,,,,,,República Tcheca
103629,Chong,4,3221,5.4,True,1.0,1.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,Curaçao
103646,Celik,2,2328,4.5,True,3.0,,,,,,,,,,,,,,,,,,,,Turquia
103648,Rafael Leão,5,2390,1.3,True,,,1.0,,,1.0,,,,,,,,,,,,,,,Portugal
103687,Julián Álvarez,5,2357,2.7,True,1.0,,,,1.0,,,,,,,,,,,,,,,,Argentina
103713,Alvarado,4,2360,7.3,True,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,México
103756,Tchouaméni,4,2385,17.4,True,9.0,3.0,,,,1.0,,,,,1.0,,,1.0,,,,,,,França
103759,Koundé,2,2385,4.7,True,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,França
103775,Valery,2,2337,2.9,True,2.0,,,,,,1.0,,,,,,,,,,,,,,Tunísia
103857,Sadílek,4,2352,4.8,True,2.0,,2.0,,,1.0,,,,,,,,,,,,,,,República Tcheca
103893,Zendejas,5,2365,-0.3,True,,1.0,,,,,,,,,,,,,,,,,,,Estados Unidos
103898,Nmecha,4,2384,2.3,True,1.0,,,,,1.0,,,,,,,,,,,,,,,Alemanha
103900,Lee Kang-In,4,2374,1.8,True,,,2.0,,,1.0,,,,,,,,,,,,,,,Coreia do Sul
103976,Saka,5,2370,7.1,True,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,Inglaterra
104038,Mazraoui,2,2332,0.0,True,,,,,,,,,,,,,,,,,,,,,Marrocos
104042,Gravenberch,4,2381,4.5,True,2.0,2.0,1.0,,,2.0,,,,,,,,,,,,,,,Holanda
104208,Lang,5,2381,0.0,True,,,,,,,,,,,,,,,,,,,,,Holanda
104781,Cáceres,3,2356,0.0,True,,,,,,,,,,,,,,,,,,,,,Uruguai
105267,Trossard,5,2392,20.7,True,1.0,1.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,Bélgica
105288,João Félix,5,2390,7.6,True,4.0,,,,,2.0,,,,,,,,,,,,,,,Portugal
105290,Coufal,2,2352,0.7,True,,1.0,2.0,,,,,,,,,,,,,,,,,,República Tcheca
105303,Mosquera,1,3062,4.5,True,,,,,,,,,,,,5.0,2.0,,,,,,,,Panamá
105314,Harvey,4,3062,2.2,True,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,Panamá
105361,Fajardo,5,3062,-1.2,True,,2.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,Panamá
105605,Matheus Cunha,5,2318,13.4,True,2.0,,,,,3.0,,,1.0,,,,,,,,,,,,Brasil
105647,Maurício,4,2354,3.6,True,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,Paraguai
105728,Ueda,5,2369,0.3,True,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,Japão
105729,Maeda,5,2369,14.1,True,4.0,2.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,Japão
105736,Itakura,3,2369,0.0,True,,,,,,,,,,,,,,,,,,,,,Japão
105789,Almoez Ali,5,3238,1.2,True,,,,,1.0,,,,,,,,,,,,,,,,Catar
105790,Boudiaf,4,3238,0.5,True,,,1.0,,,,,,,,,,,,,,,,,,Catar
105792,Khoukhi,3,3238,0.8,True,,,,,,1.0,,,,,,,,,,,,,,,Catar
105794,Fathi,4,3238,1.7,True,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,Catar
105797,Pedro Miguel,3,3238,7.5,True,1.0,,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,Catar
105803,Alaaeldin,5,3238,0.2,True,,1.0,1.0,,,,,,,,,,,,,,,,,,Catar
105804,Hatim Mohamed,4,3238,-0.3,True,,1.0,,,,,,,,,,,,,,,,,,,Catar
105919,Singh,4,2340,0.0,True,,,,,,,,,,,,,,,,,,,,,Nova Zelândia
105922,Stiller,4,2384,1.5,True,1.0,,,,,,,,,,,,,,,,,,,,Alemanha
105924,Fidalgo,4,2360,8.0,True,,,,,,,,,1.0,,,,,,,,,,,,México
105949,Rochet,1,2356,0.0,True,,,,,,,,,,,,,,,,,,,,,Uruguai
105952,Mac Allister,4,2357,3.0,True,1.0,,3.0,,,,,,,,,,,,,,,,,,Argentina
105969,Maxi Araújo,4,2356,2.8,True,1.0,,3.0,,,,2.0,,,,,,,,,,,,,,Uruguai
105996,Sanabria,4,2356,9.2,True,7.0,1.0,,,,,,,,,,,,1.0,,,,,,,Uruguai
106011,Enciso,4,2354,4.5,True,2.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,Paraguai
106019,Jesse Marsch,6,2361,5.28,True,,,,,,,,,,,,,,,,,,,,,Canadá
106029,Mensah,2,2375,6.5,True,4.0,,1.0,,,,,,,,,,,,,,,,,,Gana
106037,Pongracic,3,2379,1.7,True,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,Croácia
106040,McLean,4,2327,0.5,True,,,1.0,,,,,,,,,,,,,,,,,,Escócia
106067,Adams,5,2327,0.0,True,,,,,,,,,,,,,,,,,,,,,Escócia
106163,Muñoz,2,2373,6.2,True,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,Colômbia
106254,Jorge Sánchez,2,2360,10.9,True,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,México
106265,Bellegarde,4,2334,2.4,True,1.0,3.0,2.0,,,1.0,,,,,,,,,,,,,,,Haiti
106302,Preciado,2,2372,1.5,True,1.0,,,,,,,,,,,,,,,,,,,,Equador
106362,Mbuku,4,3184,5.3,True,3.0,3.0,3.0,,1.0,,,,,,,,,1.0,,,,,,,RD Congo
106384,Kossounou,3,2350,6.5,True,1.0,,,1.0,,,,,,,,,,,,,,,,,Costa do Marfim
106387,De Ketelaere,5,2392,7.1,True,4.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,Bélgica
106388,Diatta,2,2347,9.0,True,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,Senegal
106421,Junya Ito,4,2369,2.0,True,1.0,,1.0,,,,,,,,,,,,,,,,,,Japão
106422,Nygren,5,2368,0.0,True,,,,,,,,,,,,,,,,,,,,,Suécia
106480,Kabak,3,2328,2.1,True,2.0,3.0,,,,,,,,,,,,,,,,,,,Turquia
106482,Cakir,1,2328,4.5,True,,,,,,,,,,,,5.0,2.0,,,,,,,,Turquia
106524,Dest,2,2365,0.0,True,,,,,,,,,,,,,,,,,,,,,Estados Unidos
106529,Holes,3,2352,8.2,True,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,República Tcheca
106534,Provod,4,2352,1.2,True,1.0,1.0,,,,,,,,,,,,,,,,,,,República Tcheca
106541,Konsa,3,2370,8.6,True,2.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,Inglaterra
106656,Kim Min-Jae,3,2374,1.2,True,,,,,1.0,,,,,,,,,,,,,,,,Coreia do Sul
106660,Hwang In-Beom,4,2374,3.5,True,2.0,,1.0,,,,,,,,,,,,,,,,,,Coreia do Sul
106680,Diallo,5,2350,5.6,True,2.0,,2.0,,,2.0,,,,,,,,,,,,,,,Costa do Marfim
106699,Müldür,2,2328,0.0,True,,,,,,,,,,,,,,,,,,,,,Turquia
106768,Ben Hamida,2,2337,3.6,True,3.0,3.0,,,,,,,,,,,,,,,,,,,Tunísia
106854,Thorsby,4,2323,-0.3,True,,1.0,,,,,,,,,,,,,,,,,,,Noruega
107111,Richard Ríos,4,2373,1.9,True,1.0,3.0,1.0,,,1.0,,,,,,,,,,,,,,,Colômbia
107143,Scally,2,2365,2.4,True,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,Estados Unidos
107527,Wissa,5,3184,20.9,True,,1.0,2.0,,,4.0,,,2.0,,,,,,,1.0,,,,,RD Congo
107559,Viñas,5,2356,2.4,True,1.0,3.0,2.0,,,1.0,,,,,,,,,,,,,,,Uruguai
107560,Ugarte,4,2356,3.0,True,2.0,,,,,,,,,,,,,,,,,,,,Uruguai
107873,Bobadilla,4,2354,0.0,True,,,,,,,,,,,,,,,,,,,,,Paraguai
108194,Saelemaekers,5,2392,11.2,True,1.0,,2.0,,,1.0,1.0,,1.0,,,,,,,,,,,,Bélgica
108196,Cherki,4,2385,-0.3,True,,1.0,,,,,,,,,,,,,,,,,,,França
108334,Moisés Caicedo,4,2372,3.5,True,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,Equador
108335,Hincapié,3,2372,1.4,True,2.0,2.0,,,,,,,,,,,,1.0,,,,,,,Equador
108342,Reyna,4,2365,1.3,True,,,1.0,,,1.0,,,,,,,,,,,,,,,Estados Unidos
108358,Almada,4,2357,0.8,True,,,,,,1.0,,,,,,,,,,,,,,,Argentina
108528,Galarza,4,2354,13.2,True,9.0,1.0,,,,,,,,,,,,,,,,,,,Paraguai
108601,Pacho,3,2372,5.0,True,3.0,,1.0,,,,,,,,,,,,,,,,,,Equador
108668,Cáceres,2,2354,8.2,True,2.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,,Paraguai
108734,Duverne,3,2334,7.7,True,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,Haiti
108895,Thiaw,3,2384,1.7,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,Alemanha
108927,Wirtz,4,2384,6.5,True,1.0,,,,,,,,,,1.0,,,,,,,,,,Alemanha
108942,Mwene,2,2391,5.8,True,3.0,,1.0,,,1.0,,,,,,,,,,,,,,,Áustria
108948,Marmoush,5,2324,3.0,True,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,Egito
108962,Vargas,4,2320,7.1,True,,3.0,,,,,,,1.0,,,,,,,,,,,,Suíça
109022,Jakobs,2,2347,5.5,True,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,Senegal
109033,Beier,5,2384,1.7,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,Alemanha
109046,Vitinha,4,2390,2.5,True,1.0,,2.0,,,,,,,,,,,,,,,,,,Portugal
109049,Diogo Costa,1,2390,13.3,True,,,1.0,1.0,,,,,,,,6.0,,,,,,,,,Portugal
109096,Plata,5,2372,10.1,True,2.0,4.0,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,Equador
109118,Musiala,4,2384,6.0,True,2.0,1.0,5.0,,,1.0,,,,,,,,,,,,,,,Alemanha
109229,Östigaard,3,2323,3.5,True,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,Noruega
109333,Baena,4,2326,7.3,True,1.0,4.0,,,,,,,1.0,,,,,1.0,,,,,,,Espanha
109557,Alexander Schlager,1,2391,-0.4,True,,,,,,,,,,,,2.0,3.0,,,,,,,,Áustria
109570,Pedri,4,2326,5.7,True,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,Espanha
109581,Andrés Andrade,3,3062,3.2,True,3.0,1.0,,,,,,,,,,,,1.0,,,,,,,Panamá
109592,Tillman,4,2365,0.0,True,,,,,,,,,,,,,,,,,,,,,Estados Unidos
109850,Van Hecke,3,2381,11.2,True,2.0,2.0,,,,1.0,,,1.0,,,,,,,,,,,,Holanda
109852,Pape Gueye,4,2347,22.2,True,,1.0,1.0,,1.0,1.0,,,2.0,,1.0,,,1.0,,,,,,,Senegal
110047,Diego Gómez,4,2354,3.4,True,3.0,2.0,1.0,,,,,,,,,,,1.0,,,,,,,Paraguai
110083,Ndoye,5,2320,1.0,True,,,2.0,,,,,,,,,,,,,,,,,,Suíça
110219,Bellingham,4,2370,23.3,True,5.0,,4.0,,,1.0,,,1.0,,1.0,,,,,,,,,,Inglaterra
110250,Hauge,5,2323,0.0,True,,,,,,,,,,,,,,,,,,,,,Noruega
110272,Kökçü,4,2328,8.7,True,2.0,2.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,Turquia
110289,Hadzikadunic,3,2865,6.2,True,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,Bósnia
110297,Koopmeiners,4,2381,-0.3,True,,1.0,,,,,,,,,,,,,,,,,,,Holanda
110298,Doku,5,2392,4.0,True,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,Bélgica
110309,Starfelt,3,2368,0.0,True,,,,,,,,,,,,,,,,,,,,,Suécia
110401,Eze,4,2370,0.8,True,,,,,,1.0,,,,,,,,,,,,,,,Inglaterra
110457,Providence,5,2334,1.7,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,Haiti
110529,Seiwald,4,2391,2.3,True,1.0,,,,,1.0,,,,,,,,,,,,,,,Áustria
110567,Luis Suárez,5,2373,1.6,True,,,,,,2.0,,,,,,,,,,,,,,,Colômbia
110620,Yéremy Pino,5,2326,-0.1,True,,,,,,,1.0,,,,,,,,,,,,,,Espanha
110710,Shomurodov,5,3061,12.4,True,3.0,3.0,,,,1.0,,,1.0,,,,,,,,,,,,Uzbequistão
110748,Brobbey,5,2381,9.2,True,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,Holanda
110782,Jonathan David,5,2361,3.1,True,,,3.0,,,2.0,,,,,,,,,,,,,,,Canadá
110831,Elliot Anderson,4,2370,6.9,True,3.0,1.0,3.0,,1.0,,,,,,,,,,,,,,,,Inglaterra
110966,Koné,4,2385,4.7,True,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,França
110968,Wahi,5,2350,1.2,True,,,,,1.0,,,,,,,,,,,,,,,,Costa do Marfim
111019,Quiñones,5,2360,11.3,True,1.0,1.0,1.0,,,2.0,,,1.0,,,,,,,,,,,,México
111025,Edmilson Junior,5,3238,6.1,True,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,Catar
111035,Al-Brake,2,3238,0.9,True,1.0,2.0,,,,,,,,,,,,,,,,,,,Catar
111046,Yasser Ibrahim,3,2324,3.7,True,3.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,Egito
111054,Hany,2,2324,3.8,True,2.0,,,,,1.0,,,,,,,,,,,,,,,Egito
111055,Shobeir,1,2324,9.1,True,,,1.0,,,,,,,,,2.0,1.0,,,,,1.0,,,Egito
111069,Seol Young-Woo,2,2374,3.3,True,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,Coreia do Sul
111678,Iliman Ndiaye,5,2347,13.9,True,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,Senegal
111913,Vite,4,2372,15.0,True,6.0,,2.0,,,,,,,,1.0,,,,,,,,,,Equador
112200,Gusto,2,2385,1.5,True,1.0,,,,,,,,,,,,,,,,,,,,França
112377,Nuno Mendes,2,2390,7.5,True,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,Portugal
112682,Vasilj,1,2865,1.6,True,,,,,,,,,,,,2.0,1.0,,,,,,,,Bósnia
112741,Ávalos,5,2354,2.8,True,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,Paraguai
112827,Gharbi,4,2337,4.6,True,2.0,,,,,2.0,,,,,,,,,,,,,,,Tunísia
112836,Elanga,5,2368,14.6,True,2.0,,5.0,,1.0,,1.0,,1.0,,,,,,,,,,,,Suécia
112895,Stanisic,2,2379,0.0,True,,,,,,,,,,,,,,,,,,,,,Croácia
113103,Flaco López,5,2357,0.8,True,,,,,,1.0,,,,,,,,,,,,,,,Argentina
113242,Néstor Lorenzo,6,2373,5.72,True,,,,,,,,,,,,,,,,,,,,,Colômbia
113473,Kalajdzic,5,2391,8.0,True,,,,,,,,,1.0,,,,,,,,,,,,Áustria
113483,Hlozek,5,2352,2.7,True,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,República Tcheca
113490,João Paulo,2,3201,8.8,True,1.0,,3.0,1.0,,1.0,,,,,,,,,,,,,,,Cabo Verde
113494,Pico Lopes,3,3201,8.3,True,1.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,,Cabo Verde
113496,Bubista,6,3201,5.85,True,,,,,,,,,,,,,,,,,,,,,Cabo Verde
113497,Vozinha,1,3201,8.9,True,,,,1.0,,,,,,,,3.0,,,,,,,,,Cabo Verde
113500,Diney Borges,3,3201,4.7,True,,1.0,,1.0,,,,,,,,,,,,,,,,,Cabo Verde
113503,Willy Semedo,5,3201,3.9,True,1.0,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,Cabo Verde
113509,Kevin Pina,4,3201,5.0,True,2.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,Cabo Verde
113535,Gvardiol,2,2379,0.5,True,,,1.0,,,,,,,,,,,,,,,,,,Croácia
113593,Patterson,2,2327,4.2,True,3.0,1.0,,,,,,,,,,,,,,,,,,,Escócia
113594,Hendry,3,2327,0.2,True,,1.0,1.0,,,,,,,,,,,,,,,,,,Escócia
113596,McKenna,3,2327,0.0,True,,,,,,,,,,,,,,,,,,,,,Escócia
113691,Barco,4,2357,0.5,True,,,1.0,,,,,,,,,,,,,,,,,,Argentina
113709,Romo,4,2360,6.7,True,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,México
113735,Luis de la Fuente,6,2326,7.37,True,,,,,,,,,,1.0,,,,,,,,,,,Espanha
113992,Metcalfe,4,2333,3.0,True,2.0,,,,,,,,,,,,,,,,,,,,Austrália
113998,Graham Arnold,6,2342,2.57,True,,,,,,,,,,,,,,,,,,,,,Iraque
114012,Cacace,2,2340,2.0,True,1.0,,1.0,,,,,,,,,,,,,,,,,,Nova Zelândia
114014,Just,4,2340,10.2,True,1.0,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,Nova Zelândia
114015,Bell,4,2340,0.0,True,,,,,,,,,,,,,,,,,,,,,Nova Zelândia
114019,Stamenic,4,2340,-1.6,True,,2.0,,,,,,,,,,,,1.0,,,,,,,Nova Zelândia
114021,Raum,2,2384,1.2,True,1.0,1.0,,,,,,,,,,,,,,,,,,,Alemanha
114033,Old,4,2340,1.5,True,1.0,,,,,,,,,,,,,,,,,,,,Nova Zelândia
114054,Ashour,4,2324,3.0,True,2.0,,,,,,,,,,,,,,,,,,,,Egito
114064,Doan,4,2369,8.1,True,2.0,3.0,2.0,,,,,,,,1.0,,,,,,,,,,Japão
114077,Tanaka,4,2369,11.1,True,7.0,4.0,2.0,,,1.0,,,,,,,,,,,,,,,Japão
114078,Makgopa,5,2358,2.0,True,,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,África do Sul
114081,Seko,4,2369,3.0,True,2.0,,,,,,,,,,,,,,,,,,,,Japão
114083,Zion Suzuki,1,2369,4.2,True,,,,,,,,,,,,4.0,1.0,,,,,,,,Japão
114101,Al-Hamdan,5,2344,0.6,True,,2.0,,,1.0,,,,,,,,,,,,,,,,Arábia Saudita
114105,Abdulhamid,2,2344,11.4,True,5.0,2.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,Arábia Saudita
114107,Al-Amri,3,2344,8.0,True,2.0,,,1.0,,,,,,,,,,,,,,,,,Arábia Saudita
114125,Kim Jin-Gyu,4,2374,1.5,True,1.0,,,,,,,,,,,,,,,,,,,,Coreia do Sul
114149,Al-Buraikan,5,2344,-0.8,True,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,Arábia Saudita
114217,Angulo,5,2372,8.4,True,,2.0,2.0,,,,,,1.0,,,,,,,,,,,,Equador
114233,Senaya,2,2375,7.6,True,5.0,3.0,2.0,,,,,,,,,,,,,,,,,,Gana
114235,Olise,4,2385,1.8,True,,,2.0,,,1.0,,,,,,,,,,,,,,,França
114236,Guéhi,3,2370,9.0,True,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,Inglaterra
114310,Diarra,4,2347,11.8,True,2.0,,,,,1.0,,,1.0,,,,,,,,,,,,Senegal
114321,Nico Williams,5,2326,0.5,True,,,1.0,,,,,,,,,,,,,,,,,,Espanha
114403,Matheus Nunes,2,2390,5.0,True,,,,1.0,,,,,,,,,,,,,,,,,Portugal
114445,Jassem Gaber,4,3238,-1.2,True,,4.0,,,,,,,,,,,,,,,,,,,Catar
114448,Abunada,1,3238,-2.1,True,,,,,,,,,,,,3.0,3.0,,,,,,1.0,,Catar
114555,Elia,4,3184,5.0,True,,,,,,,,,,,1.0,,,,,,,,,,RD Congo
114560,Summerville,5,2381,1.5,True,1.0,,,,,,,,,,,,,,,,,,,,Holanda
114574,Nusa,5,2323,0.0,True,,,,,,,,,,,,,,,,,,,,,Noruega
114577,Kovár,1,2352,-0.4,True,,,,,,,,,,,,2.0,3.0,,,,,,,,República Tcheca
114599,Theate,3,2392,2.0,True,,,,,1.0,1.0,,,,,,,,,,,,,,,Bélgica
114610,Joseph,5,2334,0.1,True,,4.0,1.0,,,1.0,,,,,,,,,,,,,,,Haiti
114687,Radeljic,3,2865,0.0,True,,,,,,,,,,,,,,,,,,,,,Bósnia
114719,Halhal,3,2332,2.6,True,1.0,1.0,3.0,,,,1.0,,,,,,,,,,,,,,Marrocos
114751,Sulemana,5,2375,2.7,True,2.0,1.0,,,,,,,,,,,,,,,,,,,Gana
114808,Ounahi,4,2332,0.0,True,,,,,,,,,,,,,,,,,,,,,Marrocos
114820,Gudmundsson,2,2368,2.7,True,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,Suécia
114821,Onana,4,2392,2.3,True,1.0,,,,,1.0,,,,,,,,,,,,,,,Bélgica
114922,Ciss,4,2347,2.7,True,1.0,,,,1.0,,,,,,,,,,,,,,,,Senegal
115091,Thorstvedt,4,2323,1.1,True,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,Noruega
115094,Pedersen,2,2323,0.0,True,,,,,,,,,,,,,,,,,,,,,Noruega
115096,Aursnes,4,2323,5.0,True,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,Noruega
115264,Iqbal,4,2342,2.0,True,1.0,,1.0,,,,,,,,,,,,,,,,,,Iraque
115424,Quansah,3,2370,4.0,True,,,,1.0,,,,,,,,,,1.0,,,,,,,Inglaterra
115959,Endrick,5,2318,3.0,True,2.0,,,,,,,,,,,,,,,,,,,,Brasil
116269,Nasser Al-Dawsari,4,2344,1.3,True,2.0,4.0,1.0,,,,,,,,,,,1.0,,,,,,,Arábia Saudita
116275,Al-Juwayr,4,2344,0.0,True,,,,,,,,,,,,,,,,,,,,,Arábia Saudita
116533,Wanner,4,2391,0.5,True,,,1.0,,,,,,,,,,,,,,,,,,Áustria
116538,Aaronson,4,2365,4.9,True,2.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,Estados Unidos
116581,Hannibal,4,2337,9.9,True,1.0,1.0,5.0,,1.0,,,,,,1.0,,,,,,,,,,Tunísia
116583,Abdelmonem,3,2324,-1.0,True,,,,,,,,,,,,,,,,,,,,1.0,Egito
116717,Cristian Martínez,4,3062,2.2,True,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,Panamá
117230,Yilmaz,5,2328,13.1,True,,3.0,2.0,,,,,,1.0,,1.0,,,,,,,,,,Turquia
117309,Renato Veiga,3,2390,6.2,True,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,Portugal
117401,Nico Paz,4,2357,5.5,True,3.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,Argentina
117445,Mudau,2,2358,8.7,True,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,África do Sul
117470,Seck,3,2347,11.5,True,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,Senegal
117474,Fatouh,2,2324,0.5,True,,,1.0,,,,,,,,,,,,,,,,,,Egito
117477,Zizo,4,2324,0.5,True,,1.0,,,,1.0,,,,,,,,,,,,,,,Egito
117605,Ordóñez,3,2372,3.2,True,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,Equador
117896,Berg,4,2323,0.2,True,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,Noruega
118142,Simeone,5,2357,1.2,True,1.0,1.0,,,,,,,,,,,,,,,,,,,Argentina
118234,Jean Jacques,4,2334,7.2,True,5.0,1.0,,,,,,,,,,,,,,,,,,,Haiti
118255,Cho Gue-Sung,5,2374,-1.3,True,,1.0,,,,,,,,,,,,1.0,,,,,,,Coreia do Sul
118269,Björkan,2,2323,1.5,True,1.0,,,,,,,,,,,,,,,,,,,,Noruega
118270,Krejcí,3,2352,1.5,True,1.0,,,,,,,,,,,,,,,,,,,,República Tcheca
118306,Sutalo,3,2379,1.5,True,1.0,,,,,,,,,,,,,,,,,,,,Croácia
