atleta_id,apelido,posicao_id,clube_id,pontuacao,entrou_em_campo,A,DS,FC,FD,FS,FF,I,PC,SG,G,CA,V,FT,CV,DE,GS,GC,PS,clube_nome
110297,Koopmeiners,4,2381,1.2,True,,1.0,1.0,,,,,,,,,,,,,,,,Holanda
110298,Doku,5,2392,2.0,True,,,,,4.0,,,,,,,,,,,,,,Bélgica
110401,Eze,4,2370,0.5,True,,,,,1.0,,,,,,,,,,,,,,Inglaterra
110526,Dedic,2,2865,3.9,True,,3.0,2.0,,,,,,,,,,,,,,,,Bósnia
110529,Seiwald,4,2391,0.0,True,,,,,,,,,,,,,,,,,,,Áustria
110748,Brobbey,5,2381,0.3,True,,,2.0,,2.0,,1.0,,,,,,,,,,,,Holanda
110802,Balogun,5,2365,9.7,True,,,1.0,,1.0,2.0,1.0,,,1.0,,,1.0,1.0,,,,,Estados Unidos
110831,Elliot Anderson,4,2370,6.8,True,,4.0,,,,1.0,,,,,,,,,,,,,Inglaterra
110968,Wahi,5,2350,0.0,True,,,,,,,,,,,,,,,,,,,Costa do Marfim
111019,Quiñones,5,2360,15.9,True,1.0,2.0,2.0,,1.0,,,,,1.0,,,,,,,,,México
111046,Yasser Ibrahim,3,2324,1.3,True,,2.0,4.0,,1.0,,,,,,1.0,,,,,,,,Egito
111052,Fathy,3,2324,-0.1,True,,,,,,,1.0,,,,,,,,,,,,Egito
111054,Hany,2,2324,-1.8,True,,1.0,1.0,,,,,,,,,,,,,,1.0,,Egito
111055,Shobeir,1,2324,0.3,True,,,,,,,,,,,,,,,1.0,1.0,,,Egito
111233,Francisco Conceição,5,2390,0.8,True,,,,,,1.0,,,,,,,,,,,,,Portugal
111678,Iliman Ndiaye,5,2347,2.5,True,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,Senegal
111912,Medina,2,2372,0.5,True,,,1.0,,,1.0,,,,,,,,,,,,,Equador
111913,Vite,4,2372,1.0,True,,,1.0,,1.0,1.0,,,,,,,,,,,,,Equador
112200,Gusto,2,2385,4.7,True,,,1.0,,,,,,1.0,,,,,,,,,,França
112377,Nuno Mendes,2,2390,1.0,True,,,,,2.0,,,,,,,,,,,,,,Portugal
112682,Vasilj,1,2865,-2.0,True,,,,,,,,,,,,,,,,2.0,,,Bósnia
112741,Ávalos,5,2354,2.0,True,,1.0,,,1.0,,,,,,,,,,,,,,Paraguai
112836,Elanga,5,2368,2.0,True,,1.0,,,1.0,,,,,,,,,,,,,,Suécia
112895,Stanisic,2,2379,8.0,True,1.0,2.0,,,,,,,,,,,,,,,,,Croácia
112901,Pape Sarr,4,2347,3.1,True,,1.0,,,,2.0,,,,,,,,,,,,,Senegal
112943,Timber,4,2381,2.5,True,,1.0,,,2.0,,,,,,,,,,,,,,Holanda
113059,Chukwuemeka,4,2391,2.5,True,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,Áustria
113242,Néstor Lorenzo,6,2373,0.0,False,,,,,,,,,,,,,,,,,,,Colômbia
113473,Kalajdzic,5,2391,0.5,True,,,1.0,,,1.0,,,,,,,,,,,,,Áustria
113487,Benchimol,5,3201,0.0,True,,,,,,,,,,,,,,,,,,,Cabo Verde
113494,Pico Lopes,3,3201,2.0,True,,1.0,,,1.0,,,,,,,,,,,,,,Cabo Verde
113496,Bubista,6,3201,5.41,True,,,,,,,,,,,,,,,,,,,Cabo Verde
113497,Vozinha,1,3201,9.9,True,,1.0,,,2.0,,,,,,,,,,8.0,3.0,,,Cabo Verde
113500,Diney Borges,3,3201,2.4,True,,3.0,1.0,1.0,,,,,,,,,,,,,1.0,,Cabo Verde
113503,Willy Semedo,5,3201,-0.6,True,,,2.0,,,,,,,,,,,,,,,,Cabo Verde
113509,Kevin Pina,4,3201,2.2,True,,2.0,2.0,,,1.0,,,,,1.0,,,,,,,,Cabo Verde
113535,Gvardiol,2,2379,0.0,True,,,,,,,,,,,,,,,,,,,Croácia
113709,Romo,4,2360,5.3,True,,3.0,,,,1.0,,,,,,,,,,,,,México
113735,Luis de la Fuente,6,2326,11.4,True,,,,,,,,,,,,1.0,,,,,,,Espanha
113992,Metcalfe,4,2333,2.4,True,,2.0,2.0,,,,,,,,,,,,,,,,Austrália
114054,Ashour,4,2324,14.1,True,,1.0,1.0,,5.0,3.0,,,,1.0,,,,,,,,,Egito
114064,Doan,4,2369,-0.6,True,,,2.0,,,,,,,,,,,,,,,,Japão
114077,Tanaka,4,2369,4.2,True,,3.0,1.0,,,,,,,,,,,,,,,,Japão
114083,Zion Suzuki,1,2369,4.5,True,,,,,,,,,,,,,,,5.0,2.0,,,Japão
114217,Angulo,5,2372,1.2,True,,1.0,1.0,,,,,,,,,,,,,,,,Equador
114235,Olise,4,2385,19.9,True,2.0,1.0,1.0,3.0,1.0,2.0,,,,,,,1.0,,,,,,França
114236,Guéhi,3,2370,0.5,True,,,,,1.0,,,,,,,,,,,,,,Inglaterra
114310,Diarra,4,2347,10.8,True,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,Senegal
114312,Gavi,4,2326,0.5,True,,,,,1.0,,,,,,,,,,,,,,Espanha
114485,Gonçalo Ramos,5,2390,8.8,True,,,,,,1.0,,,,1.0,,,,,,,,,Portugal
114550,Rieder,4,2320,1.2,True,,1.0,1.0,,,,,,,,,,,,,,,,Suíça
114555,Elia,4,3184,0.6,True,,,2.0,1.0,,,,,,,,,,,,,,,RD Congo
114560,Summerville,5,2381,6.6,True,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,Holanda
114574,Nusa,5,2323,8.6,True,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,Noruega
114599,Theate,3,2392,-0.3,True,,,1.0,,,,,,,,,,,,,,,,Bélgica
114687,Radeljic,3,2865,1.7,True,,1.0,1.0,,3.0,,,,,,1.0,,,,,,,,Bósnia
114808,Ounahi,4,2332,2.5,True,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,Marrocos
114820,Gudmundsson,2,2368,4.2,True,,3.0,1.0,,,,,,,,,,,,,,,,Suécia
114821,Onana,4,2392,1.5,True,,1.0,,,,,,,,,,,,,,,,,Bélgica
114922,Ciss,4,2347,0.0,True,,,,,,,,,,,,,,,,,,,Senegal
115094,Pedersen,2,2323,-0.3,True,,,1.0,,,,,,,,,,,,,,,,Noruega
115096,Aursnes,4,2323,0.5,True,,,,,1.0,,,,,,,,,,,,,,Noruega
115959,Endrick,5,2318,0.5,True,,,,,1.0,,,,,,,,,,,,,,Brasil
116533,Wanner,4,2391,0.9,True,,1.0,2.0,,,,,,,,,,,,,,,,Áustria
116868,Edo Kayembe,4,3184,0.0,True,,,,,,,,,,,,,,,,,,,RD Congo
117309,Renato Veiga,3,2390,3.8,True,,1.0,1.0,,,2.0,,,,,,,,,,,,1.0,Portugal
117394,Agbadou,3,2350,7.3,True,,3.0,,1.0,,2.0,,,,,,,,,,,,,Costa do Marfim
117605,Ordóñez,3,2372,0.0,True,,,,,,,,,,,,,,,,,,,Equador
117766,Pubill,3,2326,5.0,True,,,,,,,,,1.0,,,,,,,,,,Espanha
117896,Berg,4,2323,12.5,True,1.0,5.0,,,,,,,,,,,,,,,,,Noruega
118306,Sutalo,3,2379,2.0,True,,1.0,,,1.0,,,,,,,,,,,,,,Croácia
118309,Hiroki Ito,3,2369,0.0,True,,,,,,,,,,,,,,,,,,,Japão
118310,Sugawara,2,2369,0.0,True,,,,,,,,,,,,,,,,,,,Japão
118314,Taniguchi,3,2369,-0.3,True,,,1.0,,,,,,,,,,,,,,,,Japão
118397,Amdouni,5,2320,1.0,True,,,,,2.0,,,,,,,,,,,,,,Suíça
118741,Bobb,5,2323,0.0,True,,,,,,,,,,,,,,,,,,,Noruega
118786,Undav,5,2384,0.5,True,,,1.0,,,1.0,,,,,,,,,,,,,Alemanha
118821,Spence,2,2370,1.0,True,,,,,2.0,,,,,,,,,,,,,,Inglaterra
120404,Chaïbi,4,2338,1.1,True,,1.0,2.0,1.0,,,,,,,1.0,,,,,,,,Argélia
120496,Baturina,4,2379,0.0,True,,,,,,,,,,,,,,,,,,,Croácia
120526,Katic,3,2865,2.0,True,,1.0,1.0,,,1.0,,,,,,,,,,,,,Bósnia
120599,Madueke,5,2370,3.2,True,,2.0,1.0,,1.0,,,,,,,,,,,,,,Inglaterra
120600,Saibari,4,2332,-0.7,True,,,4.0,,1.0,,,,,,,,,,,,,,Marrocos
120606,Diego Moreira,5,2392,-0.2,True,,,2.0,,1.0,,1.0,,,,,,,,,,,,Bélgica
120644,Barcola,5,2385,11.4,True,,1.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,França
120653,Schmid,4,2391,3.0,True,,2.0,,,,,,,,,,,,,,,,,Áustria
120700,Santi Giménez,5,2360,0.7,True,,,1.0,,2.0,,,,,,,,,,,,,,México
120978,Riad,3,2332,2.0,True,,1.0,,,1.0,,,,,,,,,,,,,,Marrocos
121080,Jackson,5,2347,0.0,True,,,,,,,,,,,,,,,,,,,Senegal
121376,El Khannouss,4,2332,2.9,True,,,,2.0,1.0,,,,,,,,,,,,,,Marrocos
121413,Kevin Rodríguez,5,2372,0.5,True,,,1.0,,,1.0,,,,,,,,,,,,,Equador
121547,Machino,5,2369,-0.3,True,,,1.0,,,,,,,,,,,,,,,,Japão
122401,Doué,4,2385,3.2,True,,1.0,,1.0,1.0,,,,,,,,,,,,,,França
122402,Doué,2,2350,4.4,True,,3.0,2.0,,1.0,,,,,,,,,,,,,,Costa do Marfim
122486,Rayan,5,2318,5.8,True,,3.0,,,1.0,1.0,,,,,,,,,,,,,Brasil
122613,Attia,4,2324,2.4,True,,1.0,1.0,1.0,,,,,,,,,,,,,,,Egito
122689,Vargas,4,2360,0.0,True,,,,,,,,,,,,,,,,,,,México
122781,Caballero,5,2354,3.6,True,,1.0,,1.0,2.0,,1.0,,,,,,,,,,,,Paraguai
123096,Schjelderup,5,2323,1.3,True,,,,,1.0,1.0,,,,,,,,,,,,,Noruega
123097,João Neves,4,2390,6.3,True,,3.0,1.0,,1.0,2.0,,,,,,,,,,,,,Portugal
123314,Ayari,4,2368,0.4,True,,,2.0,,2.0,,,,,,,,,,,,,,Suécia
123317,Hadjam,2,2338,2.3,True,,1.0,,,,1.0,,,,,,,,,,,,,Argélia
123327,Kendry Páez,4,2372,1.7,True,,2.0,1.0,,,,,,,,1.0,,,,,,,,Equador
123676,Talbi,5,2332,5.5,True,1.0,,,,1.0,,,,,,,,,,,,,,Marrocos
123904,Verbruggen,1,2381,5.5,True,,,,,,,,,,,,,,,5.0,1.0,,,Holanda
124359,Hassan,5,2324,-1.3,True,,,1.0,,,,,,,,1.0,,,,,,,,Egito
124394,Yahia Fofana,1,2350,-0.7,True,,,,,,,,,,,,,,,1.0,2.0,,,Costa do Marfim
124602,Lamine Yamal,5,2326,5.8,True,,1.0,1.0,4.0,,,2.0,,,,,,,,,,,,Espanha
124633,Tahirovic,4,2865,1.5,True,,1.0,,,,,,,,,,,,,,,,,Bósnia
124634,Volpato,4,2333,5.8,True,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,Austrália
124806,O'Reilly,2,2370,1.4,True,,1.0,2.0,,1.0,,,,,,,,,,,,,,Inglaterra
124915,Bos,2,2333,-0.3,True,,,1.0,,,,,,,,,,,,,,,,Austrália
124971,Circati,3,2333,2.2,True,,1.0,1.0,,2.0,,,,,,,,,,,,,,Austrália
126427,Van de Ven,3,2381,4.8,True,,2.0,2.0,2.0,,,,,,,,,,,,,,,Holanda
126677,El Aynaoui,4,2332,7.4,True,,4.0,5.0,2.0,1.0,,,,,,,,,,,,,,Marrocos
126863,Cubarsí,3,2326,4.7,True,,,1.0,,,,,,1.0,,,,,,,,,,Espanha
126865,Pavlovic,4,2384,-1.5,True,,,5.0,,,,,,,,,,,,,,,,Alemanha
127108,Zerrouki,4,2338,0.9,True,,1.0,2.0,,,,,,,,,,,,,,,,Argélia
127138,Lagerbielke,3,2368,2.0,True,,1.0,,,1.0,,,,,,,,,,,,,,Suécia
127282,Pepi,5,2365,-0.4,True,,,1.0,,,,1.0,,,,,,,,,,,,Estados Unidos
127435,Freeman,2,2365,8.8,True,,2.0,,,,1.0,,,1.0,,,,,,,,,,Estados Unidos
127751,Freese,1,2365,10.7,True,,,,,1.0,,,,1.0,,,,,,4.0,,,,Estados Unidos
127819,Sadiki,4,3184,-1.3,True,,,1.0,,,,,,,,1.0,,,,,,,,RD Congo
127832,Gutiérrez,4,2360,-0.3,True,,,1.0,,,,,,,,,,,,,,,,México
127851,Nilsson,5,2368,0.0,True,,,,,,,,,,,,,,,,,,,Suécia
128152,Yeboah,4,2372,7.2,True,,1.0,,1.0,3.0,,,,,,,,1.0,,,,,,Equador
128201,Nakamura,5,2369,1.5,True,,1.0,,,,,,,,,,,,,,,,,Japão
128206,Diakité,5,2350,1.5,True,,1.0,,,,,,,,,,,,,,,,,Costa do Marfim
128559,Érik Lira,4,2360,2.0,True,,1.0,,,1.0,,,,,,,,,,,,,,México
128654,Wolfe,2,2323,2.4,True,,2.0,2.0,,,,,,,,,,,,,,,,Noruega
128719,Hato,2,2381,1.5,True,,1.0,,,,,,,,,,,,,,,,,Holanda
128743,Bouaddi,4,2332,2.6,True,,,,,2.0,2.0,,,,,,,,,,,,,Marrocos
128752,Camara,4,2347,-2.3,True,,,1.0,,,,,1.0,,,1.0,,,,,,,,Senegal
129654,Sano,4,2369,6.4,True,,,2.0,,,,,,,1.0,1.0,,,,,,,,Japão
129855,Deroy Duarte,4,3201,9.8,True,,1.0,3.0,1.0,,,,,,1.0,,,,,,,,,Cabo Verde
129857,Laros Duarte,4,3201,2.0,True,,1.0,,,1.0,,,,,,,,,,,,,,Cabo Verde
129859,Jamiro Monteiro,4,3201,3.2,True,,2.0,1.0,,1.0,,,,,,,,,,,,,,Cabo Verde
129976,Sébastien Desabre,6,3184,3.54,True,,,,,,,,,,,,,,,,,,,RD Congo
129987,Mpasi,1,3184,4.5,True,,,,,,,,,,,,,,,5.0,2.0,,,RD Congo
129988,Mayele,5,3184,-0.3,True,,,1.0,,,,,,,,,,,,,,,,RD Congo
130531,Emerse Faé,6,2350,5.25,True,,,,,,,,,,,,,,,,,,,Costa do Marfim
130690,El Mourabet,4,2332,0.0,True,,,,,,,,,,,,,,,,,,,Marrocos
131501,Rahimi,5,2332,2.2,True,,,,1.0,2.0,,,,,,,,,,,,,,Marrocos
131651,El Hadji Diouf,2,2347,0.0,True,,,,,,,,,,,,,,,,,,,Senegal
132480,Bajraktarevic,4,2865,1.2,True,,,,1.0,,,,,,,,,,,,,,,Bósnia
132652,Berhalter,4,2365,0.0,True,,,,,,,,,,,,,,,,,,,Estados Unidos
132767,Israel Reyes,2,2360,5.0,True,,,,,,,,,1.0,,,,,,,,,,México
132768,Tala Rangel,1,2360,7.6,True,,,,,,,,,1.0,,,,,,2.0,,,,México
133035,Petar Sucic,4,2379,0.7,True,,,3.0,1.0,1.0,,1.0,,,,,,,,,,,,Croácia
133036,Matanovic,5,2379,1.4,True,,,2.0,1.0,,1.0,,,,,,,,,,,,,Croácia
133123,Prass,2,2391,0.0,True,,,,,,,,,,,,,,,,,,,Áustria
133146,De Cuyper,2,2392,0.6,True,,,2.0,1.0,,,,,,,,,,,,,,,Bélgica
133259,Sergej Barbarez,6,2865,2.6,True,,,,,,,,,,,,,,,,,,,Bósnia
133261,Muharemovic,3,2865,3.2,True,,2.0,1.0,,1.0,,,,,,,,,,,,,,Bósnia
133264,Gigovic,4,2865,0.5,True,,,,,1.0,,,,,,,,,,,,,,Bósnia
133266,Tabakovic,5,2865,0.0,True,,,,,,,,,,,,,,,,,,,Bósnia
134369,Abdelmaguid,3,2324,1.2,True,,1.0,1.0,,,,,,,,,,,,,,,,Egito
134547,Bergvall,4,2368,1.9,True,,1.0,3.0,,1.0,1.0,,,,,,,,,,,,,Suécia
134625,Irankunda,5,2333,4.0,True,,2.0,,,2.0,,,,,,,,,,,,,,Austrália
137282,Livramento,5,3201,-0.7,True,,,2.0,,,,1.0,,,,,,,,,,,,Cabo Verde
138236,Mukau,4,3184,1.5,True,,1.0,3.0,,2.0,,1.0,,,,,,,,,,,,RD Congo
138531,Mbaye,5,2347,5.1,True,,2.0,,,1.0,2.0,,,,,,,,,,,,,Senegal
138584,Hadj Moussa,5,2338,0.5,True,,,,,1.0,,,,,,,,,,,,,,Argélia
138903,Salah-Eddine,2,2332,-0.1,True,,,2.0,,1.0,,,,,,,,,,,,,,Marrocos
138949,Brown,2,2384,2.9,True,,2.0,2.0,,1.0,,,,,,,,,,,,,,Alemanha
140177,Heggem,3,2323,4.2,True,,2.0,,1.0,,,,,,,,,,,,,,,Noruega
140193,Sunjic,4,2865,2.4,True,,2.0,2.0,,,,,,,,,,,,,,,,Bósnia
141486,Gilberto Mora,4,2360,4.8,True,,2.0,,,2.0,1.0,,,,,,,,,,,,,México
141669,Raskin,4,2392,-0.1,True,,,3.0,,,1.0,,,,,,,,,,,,,Bélgica
141851,Alajbegovic,4,2865,4.0,True,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,Bósnia
142068,Svensson,2,2368,2.9,True,,2.0,,,,,1.0,,,,,,,,,,,,Suécia
142978,Gill,1,2354,8.3,True,,,,,3.0,,,,,,,,,,6.0,1.0,,,Paraguai
143294,Yan Diomandé,5,2350,8.7,True,,5.0,1.0,,3.0,,,,,,,,,,,,,,Costa do Marfim
144236,Tony Popovic,6,2333,2.78,True,,,,,,,,,,,,,,,,,,,Austrália
145887,Maza,4,2338,2.5,True,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,Argélia
145894,Bonny,5,2350,-0.1,True,,,,,,,1.0,,,,,,,,,,,,Costa do Marfim
145988,Junnosuke Suzuki,3,2369,-0.1,True,,1.0,2.0,,,,,,,,1.0,,,,,,,,Japão
146228,Zico,5,2324,2.8,True,,2.0,2.0,,1.0,,1.0,,,,,,,,,,,,Egito
146387,Touré,5,2333,1.0,True,,,1.0,,1.0,1.0,,,,,,,,,,,,,Austrália
146851,Pape Thiaw,6,2347,5.34,True,,,,,,,,,,,,,,,,,,,Senegal
147834,Zeneli,4,2368,1.2,True,,1.0,1.0,,,,,,,,,,,,,,,,Suécia
147890,Bara Ndiaye,4,2347,2.2,True,,,,1.0,2.0,,,,,,,,,,,,,,Senegal
147891,Sidny Cabral,2,3201,10.2,True,,,,1.0,2.0,,,,,1.0,,,,,,,,,Cabo Verde
149616,Stroud,2,2368,2.8,True,,1.0,,,1.0,1.0,,,,,,,,,,,,,Suécia
149618,Taha Ali,5,2368,1.0,True,,,,,2.0,,,,,,,,,,,,,,Suécia
149795,Memic,4,2865,2.7,True,,2.0,1.0,,,,,,,,,,,,,,,,Bósnia
149805,Manzambi,4,2320,7.2,True,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,Suíça
149838,Cipenga,5,3184,10.1,True,,1.0,2.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,RD Congo
150885,Mohamed Ouahbi,6,2332,4.86,True,,,,,,,,,,,,,,,,,,,Marrocos
150886,Mahmic,4,2865,1.6,True,,,,,,2.0,,,,,,,,,,,,,Bósnia
150890,Zetterström,1,2368,8.7,True,,,,,,,,,,,,,,,9.0,3.0,,,Suécia
150909,Inao Oulaï,4,2350,3.0,True,,2.0,,,,,,,,,,,,,,,,,Costa do Marfim
150910,Touré,5,2350,1.5,True,,1.0,,,,,,,,,,,,,,,,,Costa do Marfim
150925,Hélio Varela,5,3201,2.0,True,,,,,1.0,2.0,1.0,,,,,,,,,,,,Cabo Verde
150927,Yannick Semedo,4,3201,5.8,True,1.0,,,,,1.0,,,,,,,,,,,,,Cabo Verde
150942,Abdelkarim,5,2324,-0.3,False,,,1.0,,,,,,,,,,,,,,,,Egito
150979,Yassine,5,2332,2.0,True,,1.0,,,1.0,,,,,,,,,,,,,,Marrocos
151025,Boulbina,5,2338,-0.1,True,,,,,,,1.0,,,,,,,,,,,,Argélia
151027,Belghali,2,2338,5.2,True,,3.0,1.0,,2.0,,,,,,,,,,,,,,Argélia
151032,Trewin,2,2333,0.5,True,,,,,1.0,,,,,,,,,,,,,,Austrália
151036,Herrington,3,2333,-0.3,True,,,1.0,,,,,,,,,,,,,,,,Austrália
151038,Okon-Engstler,4,2333,1.5,False,,1.0,,,,,,,,,,,,,,,,,Austrália
151039,Beach,1,2333,2.9,True,,,,,,,,,,,,,,,3.0,1.0,,,Austrália
