atleta_id,apelido,posicao_id,clube_id,pontuacao,entrou_em_campo,DS,FS,FC,FF,FD,G,CA,SG,DE,GS,A,I,V,FT,GC,CV,PP,PS,PC,clube_nome
106032,Haaland,5,2323,21.1,True,1.0,,2.0,,1.0,2.0,,,,,,,,1.0,,,,,,Noruega
106040,McLean,4,2327,3.0,True,2.0,,,,,,,,,,,,,,,,,,,Escócia
106067,Adams,5,2327,2.0,True,1.0,1.0,,,,,,,,,,,,,,,,,,Escócia
106265,Bellegarde,4,2334,0.5,True,,1.0,,,,,,,,,,,,,,,,,,Haiti
106302,Preciado,2,2372,8.5,True,,1.0,,,,,,1.0,,,,,,1.0,,,,,,Equador
106384,Kossounou,3,2350,0.5,True,,1.0,,,,,,,,,,,,,,,,,,Costa do Marfim
106388,Diatta,2,2347,0.5,True,,1.0,,,,,,,,,,,,,,,,,,Senegal
106404,Akgün,5,2328,0.2,True,,1.0,1.0,,,,,,,,,,,,,,,,,Turquia
106421,Junya Ito,4,2369,10.9,True,2.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,Japão
106422,Nygren,5,2368,0.2,True,,,2.0,1.0,,,,,,,,,,,,,,,,Suécia
106433,Nico González,5,2357,1.8,True,,2.0,,1.0,,,,,,,,,,,,,,,,Argentina
106482,Cakir,1,2328,0.3,True,,,,,,,,,1.0,1.0,,,,,,,,,,Turquia
106494,Boudaoui,4,2338,1.5,True,1.0,,,,,,,,,,,,,,,,,,,Argélia
106524,Dest,2,2365,8.7,True,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,Estados Unidos
106541,Konsa,3,2370,6.9,True,1.0,2.0,2.0,,,,,1.0,,,,,,,,,,,,Inglaterra
106606,Singo,2,2350,-0.3,True,,,1.0,,,,,,,,,,,,,,,,,Costa do Marfim
106680,Diallo,5,2350,6.0,True,4.0,,,,,,,,,,,,,,,,,,,Costa do Marfim
106699,Müldür,2,2328,8.3,True,4.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,Turquia
106768,Ben Hamida,2,2337,10.5,True,7.0,,,,,,,,,,,,,,,,,,,Tunísia
107027,Gordon,5,2370,3.9,True,1.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,Inglaterra
107143,Scally,2,2365,5.5,True,,1.0,,,,,,1.0,,,,,,,,,,,,Estados Unidos
107231,Danilo Santos,4,2318,0.0,True,,,,,,,,,,,,,,,,,,,,Brasil
107559,Viñas,5,2356,0.4,True,,1.0,,,,,,,,,,1.0,,,,,,,,Uruguai
107560,Ugarte,4,2356,0.5,True,,,1.0,1.0,,,,,,,,,,,,,,,,Uruguai
107873,Bobadilla,4,2354,0.5,True,,1.0,,,,,,,,,,,,,,,,,,Paraguai
108133,Isidro Pitta,5,2354,-0.8,True,,,2.0,,,,,,,,,2.0,,,,,,,,Paraguai
108194,Saelemaekers,5,2392,0.7,True,,,,1.0,,,,,,,,1.0,,,,,,,,Bélgica
108196,Cherki,4,2385,1.5,True,1.0,,,,,,,,,,,,,,,,,,,França
108334,Moisés Caicedo,4,2372,2.7,True,1.0,,,,1.0,,,,,,,,,,,,,,,Equador
108335,Hincapié,3,2372,9.5,True,2.0,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,Equador
108342,Reyna,4,2365,0.0,True,,,,,,,,,,,,,,,,,,,,Estados Unidos
108358,Almada,4,2357,1.4,True,1.0,,,,,,,,,,,1.0,,,,,,,,Argentina
108528,Galarza,4,2354,13.9,True,4.0,3.0,2.0,,,1.0,1.0,,,,,,,,,,,,,Paraguai
108601,Pacho,3,2372,10.4,True,3.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,Equador
108643,Enzo Fernández,4,2357,1.4,True,1.0,1.0,2.0,,,,,,,,,,,,,,,,,Argentina
108668,Cáceres,2,2354,15.1,True,6.0,1.0,2.0,,1.0,,,1.0,,,,,,,,,,,,Paraguai
108734,Duverne,3,2334,5.4,True,3.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,Haiti
108909,Ryerson,2,2323,0.0,True,,,,,,,,,,,,,,,,,,,,Noruega
108927,Wirtz,4,2384,5.2,True,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,Alemanha
108948,Marmoush,5,2324,4.0,True,,4.0,,1.0,1.0,,,,,,,,,,,,,,,Egito
108975,Schlotterbeck,3,2384,1.5,True,1.0,,,,,,,,,,,,,,,,,,,Alemanha
109022,Jakobs,2,2347,0.0,True,,,,,,,,,,,,,,,,,,,,Senegal
109046,Vitinha,4,2390,-0.6,True,,,2.0,,,,,,,,,,,,,,,,,Portugal
109049,Diogo Costa,1,2390,7.6,True,,,,,,,,1.0,2.0,,,,,,,,,,,Portugal
109096,Plata,5,2372,10.2,True,3.0,1.0,,2.0,3.0,,,,,,,,,,,,,,,Equador
109118,Musiala,4,2384,1.5,True,,2.0,1.0,1.0,,,,,,,,,,,,,,,,Alemanha
109123,Richards,3,2365,8.1,True,3.0,1.0,3.0,,,,1.0,1.0,,,,,,,,,,,,Estados Unidos
109229,Östigaard,3,2323,2.0,True,1.0,1.0,,,,,,,,,,,,,,,,,,Noruega
109333,Baena,4,2326,2.8,True,1.0,,1.0,2.0,,,,,,,,,,,,,,,,Espanha
109557,Alexander Schlager,1,2391,1.9,True,,,,,,,,,3.0,2.0,,,,,,,,,,Áustria
109569,Trincão,4,2390,2.3,True,1.0,,,1.0,,,,,,,,,,,,,,,,Portugal
109570,Pedri,4,2326,3.8,True,2.0,,,1.0,,,,,,,,,,,,,,,,Espanha
109592,Tillman,4,2365,13.5,True,8.0,3.0,,,,,,,,,,,,,,,,,,Estados Unidos
109850,Van Hecke,3,2381,-0.3,True,,,1.0,,,,,,,,,,,,,,,,,Holanda
109852,Pape Gueye,4,2347,1.5,True,1.0,,,,,,,,,,,,,,,,,,,Senegal
110047,Diego Gómez,4,2354,3.5,True,2.0,,1.0,1.0,,,,,,,,,,,,,,,,Paraguai
110084,Guessand,5,2350,1.2,True,1.0,,1.0,,,,,,,,,,,,,,,,,Costa do Marfim
110219,Bellingham,4,2370,2.3,True,2.0,,2.0,,,,,,,,,1.0,,,,,,,,Inglaterra
110272,Kökçü,4,2328,0.0,True,,,,,,,,,,,,,,,,,,,,Turquia
110297,Koopmeiners,4,2381,0.0,True,,,,,,,,,,,,,,,,,,,,Holanda
110401,Eze,4,2370,0.5,True,,1.0,,,,,,,,,,,,,,,,,,Inglaterra
110457,Providence,5,2334,1.0,True,,2.0,,,,,,,,,,,,,,,,,,Haiti
110529,Seiwald,4,2391,3.0,True,2.0,,,,,,,,,,,,,,,,,,,Áustria
110620,Yéremy Pino,5,2326,-0.6,True,,,2.0,,,,,,,,,,,,,,,,,Espanha
110710,Shomurodov,5,3061,1.1,True,,2.0,2.0,1.0,,,,,,,,1.0,,,,,,,,Uzbequistão
110748,Brobbey,5,2381,17.6,True,1.0,1.0,1.0,,,2.0,,,,,,1.0,,,,,,,,Holanda
110802,Balogun,5,2365,0.2,True,,2.0,2.0,1.0,,,1.0,,,,,,,,,,,,,Estados Unidos
110831,Elliot Anderson,4,2370,7.5,True,3.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,Inglaterra
110966,Koné,4,2385,6.7,True,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,França
111046,Yasser Ibrahim,3,2324,3.5,True,2.0,1.0,,,,,,,,,,,,,,,,,,Egito
111052,Fathy,3,2324,3.0,True,2.0,,,,,,,,,,,,,,,,,,,Egito
111054,Hany,2,2324,8.8,True,2.0,,,1.0,,,,,,,1.0,,,,,,,,,Egito
111055,Shobeir,1,2324,5.2,True,,2.0,,,,,,,4.0,1.0,,,,,,,,,,Egito
111233,Francisco Conceição,5,2390,3.5,True,2.0,1.0,,,,,,,,,,,,,,,,,,Portugal
111913,Vite,4,2372,4.2,True,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,Equador
112200,Gusto,2,2385,4.7,True,,,1.0,,,,,1.0,,,,,,,,,,,,França
112377,Nuno Mendes,2,2390,18.6,True,3.0,4.0,3.0,,,1.0,,1.0,,,,,,,,,,,,Portugal
112741,Ávalos,5,2354,0.0,True,,,,,,,,,,,,,,,,,,,,Paraguai
112827,Gharbi,4,2337,2.5,True,1.0,2.0,,,,,,,,,,,,,,,,,,Tunísia
112836,Elanga,5,2368,8.5,True,,1.0,,,,1.0,,,,,,,,,,,,,,Suécia
112901,Pape Sarr,4,2347,1.7,True,,,1.0,1.0,1.0,,,,,,,,,,,,,,,Senegal
113059,Chukwuemeka,4,2391,0.5,True,,1.0,,,,,,,,,,,,,,,,,,Áustria
113242,Néstor Lorenzo,6,2373,0.0,False,,,,,,,,,,,,,,,,,,,,Colômbia
113487,Benchimol,5,3201,0.5,True,,1.0,,,,,,,,,,,,,,,,,,Cabo Verde
113494,Pico Lopes,3,3201,7.5,True,5.0,,,,,,,,,,,,,,,,,,,Cabo Verde
113496,Bubista,6,3201,4.37,True,,,,,,,,,,,,,,,,,,,,Cabo Verde
113497,Vozinha,1,3201,-2.0,True,,,,,,,,,,2.0,,,,,,,,,,Cabo Verde
113500,Diney Borges,3,3201,0.5,True,1.0,,,,,,1.0,,,,,,,,,,,,,Cabo Verde
113504,Telmo Arcanjo,4,3201,2.0,True,1.0,1.0,,,,,,,,,,,,,,,,,,Cabo Verde
113509,Kevin Pina,4,3201,12.2,True,3.0,,1.0,,,1.0,,,,,,,,,,,,,,Cabo Verde
113578,Aktürkoglu,5,2328,0.0,True,,,,,,,,,,,,,,,,,,,,Turquia
113593,Patterson,2,2327,3.0,True,2.0,,,,,,,,,,,,,,,,,,,Escócia
113594,Hendry,3,2327,1.5,True,1.0,,,,,,,,,,,,,,,,,,,Escócia
113598,Dykes,5,2327,0.8,True,,,,1.0,,,,,,,,,,,,,,,,Escócia
113735,Luis de la Fuente,6,2326,10.35,True,,,,,,,,,,,,,1.0,,,,,,,Espanha
113992,Metcalfe,4,2333,4.2,True,2.0,,,,1.0,,,,,,,,,,,,,,,Austrália
113998,Graham Arnold,6,2342,2.8,True,,,,,,,,,,,,,,,,,,,,Iraque
114012,Cacace,2,2340,4.2,True,2.0,3.0,1.0,,,,,,,,,,,,,,,,,Nova Zelândia
114014,Just,4,2340,3.9,True,2.0,,1.0,,1.0,,,,,,,,,,,,,,,Nova Zelândia
114015,Bell,4,2340,-0.6,True,,,2.0,,,,,,,,,,,,,,,,,Nova Zelândia
114019,Stamenic,4,2340,3.0,True,2.0,,,,,,,,,,,,,,,,,,,Nova Zelândia
114033,Old,4,2340,0.5,True,,1.0,,,,,,,,,,,,,,,,,,Nova Zelândia
114054,Ashour,4,2324,4.3,True,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,Egito
114064,Doan,4,2369,4.0,True,2.0,2.0,,,,,,,,,,,,,,,,,,Japão
114077,Tanaka,4,2369,5.0,True,3.0,,1.0,1.0,,,,,,,,,,,,,,,,Japão
114081,Seko,4,2369,-0.3,True,,,1.0,,,,,,,,,,,,,,,,,Japão
114083,Zion Suzuki,1,2369,5.5,True,,1.0,,,,,,1.0,,,,,,,,,,,,Japão
114101,Al-Hamdan,5,2344,1.2,True,,,,,1.0,,,,,,,,,,,,,,,Arábia Saudita
114105,Abdulhamid,2,2344,1.5,True,1.0,,,,,,,,,,,,,,,,,,,Arábia Saudita
114107,Al-Amri,3,2344,0.0,True,,,,,,,,,,,,,,,,,,,,Arábia Saudita
114140,Al-Ghannam,5,2344,0.0,True,,,,,,,,,,,,,,,,,,,,Arábia Saudita
114149,Al-Buraikan,5,2344,0.2,True,,1.0,1.0,,,,,,,,,,,,,,,,,Arábia Saudita
114217,Angulo,5,2372,2.7,True,1.0,,,,1.0,,,,,,,,,,,,,,,Equador
114233,Senaya,2,2375,11.4,True,4.0,2.0,2.0,,,,,1.0,,,,,,,,,,,,Gana
114235,Olise,4,2385,13.5,True,,1.0,,,,,,,,,2.0,,,1.0,,,,,,França
114236,Guéhi,3,2370,9.1,True,,7.0,2.0,,1.0,,,1.0,,,,,,,,,,,,Inglaterra
114321,Nico Williams,5,2326,0.0,True,,,,,,,,,,,,,,,,,,,,Espanha
114560,Summerville,5,2381,16.5,True,2.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,Holanda
114574,Nusa,5,2323,2.3,True,1.0,,,1.0,,,,,,,,,,,,,,,,Noruega
114599,Theate,3,2392,6.5,True,1.0,,,,,,,1.0,,,,,,,,,,,,Bélgica
114610,Joseph,5,2334,-0.3,True,,,1.0,,,,,,,,,,,,,,,,,Haiti
114808,Ounahi,4,2332,0.5,True,,1.0,,,,,,,,,,,,,,,,,,Marrocos
114820,Gudmundsson,2,2368,-0.8,True,,1.0,1.0,,,,1.0,,,,,,,,,,,,,Suécia
114922,Ciss,4,2347,1.2,True,1.0,,1.0,,,,,,,,,,,,,,,,,Senegal
115094,Pedersen,2,2323,9.7,True,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,Noruega
115096,Aursnes,4,2323,0.3,True,1.0,,4.0,,,,,,,,,,,,,,,,,Noruega
115261,Akliouche,4,2385,0.0,True,,,,,,,,,,,,,,,,,,,,França
115264,Iqbal,4,2342,1.7,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,Iraque
115959,Endrick,5,2318,-0.4,True,,,1.0,,,,,,,,,1.0,,,,,,,,Brasil
116269,Nasser Al-Dawsari,4,2344,3.5,True,2.0,1.0,,,,,,,,,,,,,,,,,,Arábia Saudita
116275,Al-Juwayr,4,2344,1.8,True,1.0,1.0,,,,,,,,,,2.0,,,,,,,,Arábia Saudita
116533,Wanner,4,2391,2.9,True,2.0,1.0,2.0,,,,,,,,,,,,,,,,,Áustria
116581,Hannibal,4,2337,6.4,True,2.0,7.0,3.0,1.0,,,,,,,,,,,,,,,,Tunísia
116583,Abdelmonem,3,2324,0.0,True,,,,,,,,,,,,,,,,,,,,Egito
117230,Yilmaz,5,2328,0.2,True,,,2.0,1.0,,,,,,,,,,,,,,,,Turquia
117309,Renato Veiga,3,2390,4.2,True,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,Portugal
117394,Agbadou,3,2350,1.5,True,1.0,,,,,,,,,,,,,,,,,,,Costa do Marfim
117468,Karlström,4,2368,1.7,True,1.0,,2.0,1.0,,,,,,,,,,,,,,,,Suécia
117474,Fatouh,2,2324,7.7,True,4.0,1.0,,,1.0,,,,,,,,,,,,,,,Egito
117477,Zizo,4,2324,1.2,True,,,,,1.0,,,,,,,,,,,,,,,Egito
117896,Berg,4,2323,4.4,True,,,2.0,,,,,,,,1.0,,,,,,,,,Noruega
118234,Jean Jacques,4,2334,3.2,True,3.0,,1.0,,,,1.0,,,,,,,,,,,,,Haiti
118309,Hiroki Ito,3,2369,5.6,True,1.0,,3.0,,,,,1.0,,,,,,,,,,,,Japão
118310,Sugawara,2,2369,5.0,True,,,,,,,,1.0,,,,,,,,,,,,Japão
118320,Ferguson,4,2327,11.4,True,7.0,3.0,2.0,,,,,,,,,,,,,,,,,Escócia
118322,Stewart,5,2327,0.0,True,,,,,,,,,,,,,,,,,,,,Escócia
118384,De Vries,2,2340,0.0,True,,,,,,,,,,,,,,,,,,,,Nova Zelândia
118388,Wimmer,4,2391,1.9,True,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,Áustria
118741,Bobb,5,2323,1.2,True,,,,,1.0,,,,,,,,,,,,,,,Noruega
118786,Undav,5,2384,16.9,True,,,1.0,,1.0,2.0,,,,,,,,,,,,,,Alemanha
118821,Spence,2,2370,6.5,True,1.0,,,,,,,1.0,,,,,,,,,,,,Inglaterra
120404,Chaïbi,4,2338,3.2,True,1.0,1.0,,,1.0,,,,,,,,,,,,,,,Argélia
120582,Pierrot,5,2334,-0.3,True,,2.0,1.0,,,,1.0,,,,,,,,,,,,,Haiti
120599,Madueke,5,2370,1.3,True,,1.0,,1.0,,,,,,,,,,,,,,,,Inglaterra
120600,Saibari,4,2332,12.5,True,1.0,,,,,1.0,,,,,,,,1.0,,,,,,Marrocos
120618,Semenyo,5,2375,-1.0,True,,,3.0,,,,,,,,,1.0,,,,,,,,Gana
120619,Fatawu,5,2375,2.0,True,1.0,1.0,,,,,,,,,,,,,,,,,,Gana
120630,Ben Slimane,4,2337,6.0,True,4.0,,,,,,,,,,,,,,,,,,,Tunísia
120634,Abdi,2,2337,4.7,True,3.0,1.0,1.0,,,,,,,,,,,,,,,,,Tunísia
120637,Rekik,3,2337,4.4,True,3.0,,,,,,,,,,,1.0,,,,,,,,Tunísia
120638,Talbi,3,2337,4.7,True,3.0,1.0,1.0,,,,,,,,,,,,,,,,,Tunísia
120639,Dahmen,1,2337,-0.9,True,,1.0,,,,,,,2.0,4.0,,,,,,,,,,Tunísia
120644,Barcola,5,2385,9.0,True,6.0,,,,,,,,,,,,,,,,,,,França
120653,Schmid,4,2391,4.4,True,2.0,4.0,2.0,,,,,,,,,,,,,,,,,Áustria
120751,Yüksek,4,2328,4.3,True,2.0,,1.0,2.0,,,,,,,,,,,,,,,,Turquia
120776,Hien,3,2368,3.2,True,2.0,1.0,1.0,,,,,,,,,,,,,,,,,Suécia
120978,Riad,3,2332,6.5,True,1.0,,,,,,,1.0,,,,,,,,,,,,Marrocos
121080,Jackson,5,2347,6.8,True,,,,1.0,1.0,,,,,,1.0,2.0,,,,,,,,Senegal
121376,El Khannouss,4,2332,5.5,True,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,Marrocos
121406,Tambakti,3,2344,0.5,True,2.0,1.0,,,,,,,,,,,,,1.0,,,,,Arábia Saudita
121413,Kevin Rodríguez,5,2372,3.0,True,,2.0,,1.0,1.0,,,,,,,,,,,,,,,Equador
121423,Kanaani,3,2336,7.7,True,1.0,,,,1.0,,,1.0,,,,,,,,,,,,Irã
121427,Khalilzadeh,3,2336,7.0,True,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,Irã
121452,Abulaila,1,3231,5.8,True,,,,,,,,,6.0,2.0,,,,,,,,,,Jordânia
121456,Abu Hasheesh,2,3231,1.5,True,1.0,,,,,,,,,,,,,,,,,,,Jordânia
121457,Haddad,2,3231,3.9,True,3.0,,2.0,,,,,,,,,,,,,,,,,Jordânia
121458,Obaid,3,3231,0.0,True,,,,,,,,,,,,,,,,,,,,Jordânia
121460,Al-Arab,3,3231,-0.3,True,,,1.0,,,,,,,,,,,,,,,,,Jordânia
121461,Nasib,3,3231,4.5,True,3.0,,,,,,,,,,,,,,,,,,,Jordânia
121464,Al-Rawabdeh,4,3231,8.0,True,5.0,,1.0,1.0,,,,,,,,,,,,,,,,Jordânia
121468,Al-Rashdan,4,3231,15.5,True,4.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,Jordânia
121469,Al-Mardi,5,3231,2.6,True,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,Jordânia
121470,Al-Tamari,5,3231,6.4,True,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,Jordânia
121473,Abu Zraiq,5,3231,0.0,True,,,,,,,,,,,,,,,,,,,,Jordânia
121474,Olwan,5,3231,1.9,True,,,,1.0,1.0,,,,,,,1.0,,,,,,,,Jordânia
121758,Gannon-Doak,4,2327,-0.6,True,,,2.0,,,,,,,,,,,,,,,,,Escócia
122401,Doué,4,2385,0.0,True,,,,,,,,,,,,,,,,,,,,França
122402,Doué,2,2350,-0.3,True,,,1.0,,,,,,,,,,,,,,,,,Costa do Marfim
122486,Rayan,5,2318,0.4,True,,2.0,2.0,,,,,,,,,,,,,,,,,Brasil
122613,Attia,4,2324,1.5,True,1.0,,,,,,,,,,,,,,,,,,,Egito
123096,Schjelderup,5,2323,0.0,True,,,,,,,,,,,,,,,,,,,,Noruega
123097,João Neves,4,2390,3.5,True,2.0,1.0,,,,,,,,,,,,,,,,,,Portugal
123314,Ayari,4,2368,7.8,True,3.0,2.0,1.0,3.0,1.0,,1.0,,,,,,,,,,,,,Suécia
123317,Hadjam,2,2338,0.0,True,,,,,,,,,,,,,,,,,,,,Argélia
123676,Talbi,5,2332,1.2,True,,,,,1.0,,,,,,,,,,,,,,,Marrocos
123904,Verbruggen,1,2381,8.1,True,,,,,,,,,7.0,1.0,,,,,,,,,,Holanda
123965,Güler,4,2328,6.0,True,1.0,6.0,,2.0,,,,,,,,1.0,,,,,,,,Turquia
123966,Elmali,2,2328,-1.6,True,,,2.0,,,,1.0,,,,,,,,,,,,,Turquia
123967,Bardakci,3,2328,2.4,True,1.0,,1.0,,1.0,,,,,,,,,,,,,,,Turquia
123969,Kadioglu,2,2328,4.5,True,2.0,3.0,,,,,,,,,,,,,,,,,,Turquia
123972,Thomas Christiansen,6,3062,0.0,False,,,,,,,,,,,,,,,,,,,,Panamá
123995,Floranus,2,3221,7.3,True,1.0,,,1.0,,,,1.0,,,,,,,,,,,,Curaçao
123999,Gaari,3,3221,6.9,True,2.0,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,,Curaçao
124001,Van Eijma,3,3221,6.5,True,1.0,,,,,,,1.0,,,,,,,,,,,,Curaçao
124003,Roemeratoe,4,3221,0.0,True,,,,,,,,,,,,,,,,,,,,Curaçao
124394,Yahia Fofana,1,2350,5.5,True,,2.0,,,,,,,5.0,2.0,,,,,,,,,,Costa do Marfim
124602,Lamine Yamal,5,2326,14.6,True,2.0,,,3.0,1.0,1.0,,,,,,,,,,,,,,Espanha
124629,Yuito Suzuki,4,2369,0.0,True,,,,,,,,,,,,,,,,,,,,Japão
124634,Volpato,4,2333,1.3,True,,1.0,,1.0,,,,,,,,,,,,,,,,Austrália
124806,O'Reilly,2,2370,9.5,True,1.0,,,,,,,1.0,,,,,,1.0,,,,,,Inglaterra
124884,Reijnders,4,2381,1.7,True,,2.0,,1.0,,,,,,,,1.0,,,,,,,,Holanda
124915,Bos,2,2333,-0.1,True,1.0,,2.0,,,,1.0,,,,,,,,,,,,,Austrália
124971,Circati,3,2333,5.7,True,4.0,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,,Austrália
126310,Trusty,3,2365,5.0,True,,,,,,,,1.0,,,,,,,,,,,,Estados Unidos
126320,Adingra,5,2350,0.0,True,,,,,,,,,,,,,,,,,,,,Costa do Marfim
126359,Lajami,3,2344,6.5,True,4.0,1.0,,,,,,,,,,,,,,,,,,Arábia Saudita
126427,Van de Ven,3,2381,1.7,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,Holanda
126677,El Aynaoui,4,2332,9.2,True,6.0,,2.0,1.0,,,,,,,,,,,,,,,,Marrocos
126678,Khusanov,3,3061,4.5,True,3.0,,,,,,,,,,,,,,,,,,,Uzbequistão
126799,Leweling,5,2384,2.3,True,1.0,,,1.0,,,,,,,,,,,,,,,,Alemanha
126863,Cubarsí,3,2326,6.5,True,1.0,,,,,,,1.0,,,,,,,,,,,,Espanha
126865,Pavlovic,4,2384,0.2,True,,1.0,1.0,,,,,,,,,,,,,,,,,Alemanha
126868,Al-Harbi,2,2344,0.5,True,,1.0,,,,,,,,,,,,,,,,,,Arábia Saudita
127108,Zerrouki,4,2338,2.9,True,3.0,,2.0,,,,1.0,,,,,,,,,,,,,Argélia
127138,Lagerbielke,3,2368,5.3,True,3.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,Suécia
127270,Achouri,5,2337,0.0,True,,,,,,,,,,,,,,,,,,,,Tunísia
127282,Pepi,5,2365,-0.6,True,,,2.0,,,,,,,,,,,,,,,,,Estados Unidos
127435,Freeman,2,2365,18.0,True,3.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,Estados Unidos
127500,Nemati,3,2336,6.5,True,1.0,,,,,,,1.0,,,,,,,,,,,,Irã
127751,Freese,1,2365,8.1,True,,1.0,,,,,,1.0,2.0,,,,,,,,,,,Estados Unidos
128141,Yildiz,5,2328,5.0,True,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,Turquia
128152,Yeboah,4,2372,6.2,True,2.0,,,1.0,2.0,,,,,,,,,,,,,,,Equador
128201,Nakamura,5,2369,6.1,True,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,Japão
128360,Al-Hajji,4,2344,3.0,True,2.0,,,,,,,,,,,,,,,,,,,Arábia Saudita
128570,Casimir,5,2334,-0.3,True,,,1.0,,,,,,,,,,,,,,,,,Haiti
128654,Wolfe,2,2323,0.9,True,1.0,,2.0,,,,,,,,,,,,,,,,,Noruega
128743,Bouaddi,4,2332,-0.3,True,,,1.0,,,,,,,,,,,,,,,,,Marrocos
128752,Camara,4,2347,7.1,True,3.0,2.0,,2.0,,,,,,,,,,,,,,,,Senegal
128929,Moghanlou,5,2336,1.4,True,1.0,,,,,,,,,,,1.0,,,,,,,,Irã
129458,Rogers,4,2370,-0.3,True,,,1.0,,,,,,,,,,,,,,,,,Inglaterra
129654,Sano,4,2369,7.9,True,2.0,1.0,2.0,,,,,,,,1.0,,,,,,,,,Japão
129855,Deroy Duarte,4,3201,4.2,True,3.0,,1.0,,,,,,,,,,,,,,,,,Cabo Verde
129857,Laros Duarte,4,3201,2.9,True,,1.0,,,2.0,,,,,,,,,,,,,,,Cabo Verde
129859,Jamiro Monteiro,4,3201,2.8,True,1.0,1.0,,1.0,,,,,,,,,,,,,,,,Cabo Verde
129956,Aymen Hussein,5,2342,0.0,True,,,,,,,,,,,,,,,,,,,,Iraque
129958,Bayesh,4,2342,1.2,True,1.0,,1.0,,,,,,,,,,,,,,,,,Iraque
129960,Amyn,4,2342,1.5,True,1.0,,,,,,,,,,,,,,,,,,,Iraque
129962,Al-Hamadi,5,2342,3.1,True,,3.0,,2.0,,,,,,,,,,,,,,,,Iraque
129964,Al-Ammari,4,2342,3.2,True,3.0,,1.0,,,,1.0,,,,,,,,,,,,,Iraque
129966,Doski,2,2342,5.2,True,3.0,2.0,1.0,,,,,,,,,,,,,,,,,Iraque
129968,Akam Hashem,3,2342,4.5,True,3.0,,,,,,,,,,,,,,,,,,,Iraque
129970,Tahseen,3,2342,1.5,True,1.0,,,,,,,,,,,,,,,,,,,Iraque
129972,Hussein Ali,2,2342,1.5,True,1.0,,,,,,,,,,,,,,,,,,,Iraque
129975,Basil,1,2342,-0.4,True,,,,,,,,,2.0,3.0,,,,,,,,,,Iraque
129976,Sébastien Desabre,6,3184,0.0,False,,,,,,,,,,,,,,,,,,,,RD Congo
130109,Lashin,4,2324,9.2,True,7.0,,1.0,,,,1.0,,,,,,,,,,,,,Egito
130113,Abu Taha,2,3231,7.5,True,5.0,,,,,,,,,,,,,,,,,,,Jordânia
130531,Emerse Faé,6,2350,4.01,True,,,,,,,,,,,,,,,,,,,,Costa do Marfim
130690,El Mourabet,4,2332,0.0,True,,,,,,,,,,,,,,,,,,,,Marrocos
130873,Khamrobekov,4,3061,-0.8,True,,1.0,1.0,,,,1.0,,,,,,,,,,,,,Uzbequistão
130881,Jiyanov,5,3061,1.5,True,1.0,,,,,,,,,,,,,,,,,,,Uzbequistão
131501,Rahimi,5,2332,-0.3,True,,,1.0,,,,,,,,,,,,,,,,,Marrocos
131651,El Hadji Diouf,2,2347,-0.3,True,,,1.0,,,,,,,,,,,,,,,,,Senegal
132652,Berhalter,4,2365,0.0,True,,,,,,,,,,,,,,,,,,,,Estados Unidos
133123,Prass,2,2391,0.0,True,,,,,,,,,,,,,,,,,,,,Áustria
133146,De Cuyper,2,2392,10.3,True,,1.0,,,4.0,,,1.0,,,,,,,,,,,,Bélgica
133210,Uzun,4,2328,2.5,True,,1.0,,1.0,1.0,,,,,,,,,,,,,,,Turquia
133259,Sergej Barbarez,6,2865,0.0,False,,,,,,,,,,,,,,,,,,,,Bósnia
133986,Darren Bazeley,6,2340,3.01,True,,,,,,,,,,,,,,,,,,,,Nova Zelândia
133987,Surman,3,2340,8.6,True,1.0,,3.0,,,1.0,,,,,,,,,,,,,,Nova Zelândia
